Pair,Session,Interlocutor,Initial time,Transcription,Joint decision,Transcriber
Pair19,1,B,(0:04:27.3),Jo det tror jeg.,10,RebekkaR
Pair19,1,B,(0:04:38.3),Er den ikke sød nok?,11,RebekkaR
Pair19,1,A,(0:04:41.3),"Jo, er den ikke friendly?",11,RebekkaR
Pair19,1,B,(0:04:42.0),"Jo, det tror jeg også.",11,RebekkaR
Pair19,1,B,(0:04:45.7),"Nå, den havde et eller andet. Hvordan kan man se det?",12,RebekkaR
Pair19,1,A,(0:04:49.4),"Er det så bare på bøfferne, eller hvad? Dén der er i hvert fald ond!",12,RebekkaR
Pair19,1,B,(0:04:53.7),"Den er ond, ja.",12,RebekkaR
Pair19,1,A,(0:04:55.2),"Men det er det, om den skal slås ihjel og tappes, eller. Men det tror jeg måske.",12,RebekkaR
Pair19,1,B,(0:04:58.9),"Ja, prøv det.",12,RebekkaR
Pair19,1,B,(0:05:24.8),Jamen dén der   er det ikke bare den blå udgave af den grønne? Så den er venlig.,13,RebekkaR
Pair19,1,A,(0:05:30.2),"Jo. Men det er så det, om den er tappes, eller at den er venlig.",13,RebekkaR
Pair19,1,B,(0:05:35.8),Ja.,13,RebekkaR
Pair19,1,A,(0:05:38.2),Det er nok 1 eller 2. Hvad tror du?,13,RebekkaR
Pair19,1,B,(0:05:49.7),Jeg tror måske bare den er venlig.,13,RebekkaR
Pair19,1,A,(0:05:52.9),Skal vi prøve 1'eren?,13,RebekkaR
Pair19,1,B,(0:05:53.4),Ja.,13,RebekkaR
Pair19,1,B,(0:06:02.7),Den er i hvert fald farlig.,14,RebekkaR
Pair19,1,A,(0:06:04.8),Ja. Så det er 3 eller 4.,14,RebekkaR
Pair19,1,B,(0:06:09.4),"Ja. Har vi fundet ud af, om de der pletter betyder noget, og har vi fundet ud af, om farven betyder noget? Den før var venlig, og den var blå. Den ignorerede vi bare.",14,RebekkaR
Pair19,1,A,(0:06:20.4),"Mmm. Men der var en, vi lavede fejl på, der mindede om den her, mener jeg. Og der var det 4.",14,RebekkaR
Pair19,1,B,(0:06:26.7),Skal vi bare prøve at dræbe den så?,14,RebekkaR
Pair19,1,B,(0:06:31.8),"Den skulle have været en 4. Den var blå og havde pletter. Denne her den er grøn, men venlig.",15,RebekkaR
Pair19,1,A,(0:06:41.5),Ja.,15,RebekkaR
Pair19,1,B,(0:06:44.8),"Så skal vi prøve at se, om det er farven, der gør det?",15,RebekkaR
Pair19,1,A,(0:06:49.7),Ja. Er det ignorer eller tap så?,15,RebekkaR
Pair19,1,B,(0:06:54.3),"Hvis den anden den var blå og farlig, og den skulle vi have taget 4'eren til, og denne her den er venlig og grøn, skal vi så ikke prøve 1?",15,RebekkaR
Pair19,1,B,(0:07:07.7),"Så er det måske farven, der gør det. Eller også så er det pletterne, måske. Den anden havde jo også pletter.",16,RebekkaR
Pair19,1,A,(0:07:16.1),"Den er unfriendly, den her.",16,RebekkaR
Pair19,1,B,(0:07:17.3),Ja.,16,RebekkaR
Pair19,1,A,(0:07:23.5),"Er det så bare slå ihjel, eller hvad?",16,RebekkaR
Pair19,1,B,(0:07:25.8),"Jamen hvis det er pletterne, der gør det. Hvis den har pletter og så har noget.",16,RebekkaR
Pair19,1,A,(0:07:29.3),"Når... Så har den også noget, ja.",16,RebekkaR
Pair19,1,B,(0:07:31.0),"Ja, måske. Prøv 4.",16,RebekkaR
Pair19,1,A,(0:07:41.7),"Den må skulle tappes, den der.",17,RebekkaR
Pair19,1,B,(0:07:42.9),"Ja. Ja, det gør vi. 2.",17,RebekkaR
Pair19,1,B,(0:07:48.1),Så er det måske pletterne. Okay hvis vi siger 4 til dén der også.,18,RebekkaR
Pair19,1,A,(0:07:54.2),"Ja det burde næsten være 4, ikke?",18,RebekkaR
Pair19,1,B,(0:07:56.5),Jo.,18,RebekkaR
Pair19,1,B,(0:08:09.0),Den er venlig.,19,RebekkaR
Pair19,1,A,(0:08:10.5),"Mmm. Den er blå. Og den har prikker. Den grønne den skulle tappes, ikke? Det er så det, om den blå skal tappes, når den har prikker? Jeg kan ikke huske om den grønne den havde prikker dengang.",19,RebekkaR
Pair19,1,B,(0:08:35.0),"Nej, det kan jeg faktisk heller ikke. To.",19,RebekkaR
Pair19,1,A,(0:08:54.7),"Skal vi så ignorere igen nu her, eller skal jeg tappe den? Den er venlig.",20,RebekkaR
Pair19,1,B,(0:08:59.0),Ja.,20,RebekkaR
Pair19,1,A,(0:09:00.7),"Så er det er kun øjnene vel, der bestemmer, om den er venlig eller angry. Som jeg forstår det.",20,RebekkaR
Pair19,1,B,(0:09:09.8),Ja. Så hvad gjorde vi ved den forrige? Den skulle vi have ignoreret. Så skal vi ignorere ,20,RebekkaR
Pair19,1,A,(0:09:19.1), den tappede vi.,20,RebekkaR
Pair19,1,B,(0:09:20.2),"Tappede vi den? Ja. Vi skulle have ignoreret den, så ignorerer vi dén også.",20,RebekkaR
Pair19,1,A,(0:09:26.0),"Så måske er det musklerne, der gør det. Tænker jeg.",21,RebekkaR
Pair19,1,B,(0:09:28.5),"Ja, det kan også være. Så den skal slås ihjel.",21,RebekkaR
Pair19,1,A,(0:09:37.9),Så skal dén der slås ihjel og tappes.,22,RebekkaR
Pair19,1,B,(0:09:39.5),Ja.,22,RebekkaR
Pair19,1,A,(0:09:49.0),"Den skal bare slås ihjel, skal den ikke det?",23,RebekkaR
Pair19,1,B,(0:09:50.7),Jo.,23,RebekkaR
Pair19,1,A,(0:09:56.1),"Nå, så det er ikke øjnene, der gør det.",24,RebekkaR
Pair19,1,B,(0:09:59.7),"Nå det trøde jeg også, det var.",24,RebekkaR
Pair19,1,A,(0:10:00.8),"Denne her må skulle tappes, ellers...",24,RebekkaR
Pair19,1,B,(0:10:05.1),"Ja, prøv.",24,RebekkaR
Pair19,1,A,(0:10:17.5),Venlig.,25,RebekkaR
Pair19,1,B,(0:10:18.4),Ja.,25,RebekkaR
Pair19,1,A,(0:10:21.7),"Skal tappes, tror jeg.",25,RebekkaR
Pair19,1,B,(0:10:23.7),"Ja, prøv.",25,RebekkaR
Pair19,1,B,(0:10:28.7),"Den stod sådan her, og var venlig og var blå og havde pletter.",26,RebekkaR
Pair19,1,A,(0:10:33.8),Det skal vi bare huske. Man skal bare memorize dem.,26,RebekkaR
Pair19,1,B,(0:10:39.4),"Okay, dén er farlig.",26,RebekkaR
Pair19,1,A,(0:10:41.4),"Ja. Jeg tror bare vi skal ignorere dén der. Fordi der var en, der nemlig også var sur, hvor der stod, at vi bare skulle have ignoreret den. Og jeg mener, at den også var blå. Men jeg kan ikke lige huske, om den også havde prikker.",26,RebekkaR
Pair19,1,B,(0:10:55.5),Nej. Ja.,26,RebekkaR
Pair19,1,A,(0:11:00.9),Skal jeg prøve det?,26,RebekkaR
Pair19,1,B,(0:11:01.6),Ja.,26,RebekkaR
Pair19,1,B,(0:11:14.9),"Den er også farlig, er den ikke?",27,RebekkaR
Pair19,1,A,(0:11:16.5),"Jo. Slå ihjel, eller?",27,RebekkaR
Pair19,1,B,(0:11:21.1),Ja.,27,RebekkaR
Pair19,1,A,(0:11:28.0),Blå med muskler...,28,RebekkaR
Pair19,1,B,(0:11:30.5),Ingenting. Ingen prikker.,28,RebekkaR
Pair19,1,A,(0:11:33.7),Er det bare ignorer?,28,RebekkaR
Pair19,1,B,(0:11:34.9),Ja. Det tror jeg.,28,RebekkaR
Pair19,1,B,(0:11:44.6),Det var ligesom den anden før. Den skal slås ihjel og ... tappes.,29,RebekkaR
Pair19,1,A,(0:12:31.7),Skulle den have slås ihjel og tappes?,29,RebekkaR
Pair19,1,B,(0:12:33.5),"Ja, det tror jeg måske. Jeg ved det ikke.",29,RebekkaR
Pair19,1,A,(0:12:36.5),Tap og slå ihjel.,29,RebekkaR
Pair19,1,A,(0:12:42.6),Så er det bare ignore.,30,RebekkaR
Pair19,1,A,(0:13:12.5),"Den skal... Tappes, skal den ikke det?",31,RebekkaR
Pair19,1,B,(0:13:16.8),Prøv. Jeg kan virkelig ikke finde noget system i det.,31,RebekkaR
Pair19,1,B,(0:13:27.3),Skal den så ikke slås ihjel?,32,RebekkaR
Pair19,1,A,(0:13:29.2),"Jo, det vil jeg også sige.",32,RebekkaR
Pair19,1,B,(0:13:38.5),"Og skal den bare slås ihjel, fordi det er en farlig en?",33,RebekkaR
Pair19,1,A,(0:13:43.6),"Ja... Sidste gang havde den prikker, så nu finder vi i hvert fald ud af, om det er forskellen.",33,RebekkaR
Pair19,1,B,(0:13:47.9),Ja.,33,RebekkaR
Pair19,1,A,(0:13:52.2),"Den er unfriendly, hvis den har prikker. Det er mærkeligt. Okay.",34,RebekkaR
Pair19,1,B,(0:14:05.2),Dén er venlig.,34,RebekkaR
Pair19,1,A,(0:14:06.2),"Ja. Det er så det, om den skal tappes eller om den skal ignoreres. Måske skal den bare ignoreres. Nej   hvis den havde muskler, var det så ikke  så tappede vi den.",34,RebekkaR
Pair19,1,B,(0:14:15.2),Ja... Det kan godt være.,34,RebekkaR
Pair19,1,A,(0:14:21.6),Det er det samme igen.,35,RebekkaR
Pair19,1,B,(0:14:22.3),"Ja, prøv igen.",35,RebekkaR
Pair19,1,B,(0:14:30.6),Er det ikke bare det samme igen   den har bare en anden farve.,36,RebekkaR
Pair19,1,A,(0:14:32.1),Jo.,36,RebekkaR
Pair19,1,A,(0:14:33.6),"Nå okay, så farven betyder ikke noget. Så skal den bare ignoreres.",37,RebekkaR
Pair19,1,B,(0:14:40.2),Ja.,37,RebekkaR
Pair19,1,B,(0:14:50.4),Den er farlig. Så skal den  skal den ikke bare dræbes? En 3'er?,38,RebekkaR
Pair19,1,A,(0:14:56.9),Jeg tror også bare den skal dræbes.,38,RebekkaR
Pair19,1,A,(0:15:03.1),Så skal den tappes.,39,RebekkaR
Pair19,1,B,(0:15:04.3),Ja.,39,RebekkaR
Pair19,1,B,(0:15:10.8),"Okay hvad betyder den der? (*Peger på symbol, der enten viser pistol eller dødningehoved*)",40,RebekkaR
Pair19,1,A,(0:15:16.3),Betyder det ikke at skyde den?,40,RebekkaR
Pair19,1,B,(0:15:17.2),"Jo og tage det fra den. Altså det er lige før vi er nødt til at spørge, tænker jeg, for at finde ud af helt præcis . Fordi da hun listede dem op, der var ikke en, hvor det var dobbelt.",40,RebekkaR
Pair19,1,A,(0:15:37.2),"Det kan godt være, vi skal spørge.",40,RebekkaR
Pair19,1,B,(0:15:39.3),"Altså bare fordi det er træls, at vi tror det betyder noget, og så betyder det noget andet. Okay, skal jeg hente hende?",40,RebekkaR
Pair19,1,A,(0:15:44.4),"Ja, det må du gerne.",40,RebekkaR
Pair19,1,B,(0:16:52.4),Okay uanset om der er den der pistol eller dødningehovedet så er det bare slå den ihjel og tappe den bagefter.,40,RebekkaR
Pair19,1,A,(0:16:58.4),Okay.,40,RebekkaR
Pair19,1,B,(0:16:59.0),"Så det skal vi bare ignorere, at det ikke er det samme.",40,RebekkaR
Pair19,1,A,(0:17:01.6),"Ja, okay.",40,RebekkaR
Pair19,1,B,(0:17:03.5),"Men jeg synes stadigvæk ikke, at det giver mening, når vi...",40,RebekkaR
Pair19,1,A,(0:17:06.6),"Nej, det synes jeg heller ikke. Nå denne her den må være 1, ikke? Eller er det 2?",40,RebekkaR
Pair19,1,B,(0:17:10.3),"Jojo, altså det er 1.",40,RebekkaR
Pair19,1,A,(0:17:17.9),"Og den skal tappes, ikke? Eller hvad? Er den bare friendly?",41,RebekkaR
Pair19,1,B,(0:17:21.8),"Ja. Ja, er den ikke det? Det tror jeg.",41,RebekkaR
Pair19,1,A,(0:17:24.7),"Jeg mener bare, vi tapper den, når den ",41,RebekkaR
Pair19,1,B,(0:17:26.3), ja når den ser sådan der ud. Ja.,41,RebekkaR
Pair19,1,A,(0:17:31.2),Men de der prikker de gør altså også noget. Men hvad har jeg ikke lige...,42,RebekkaR
Pair19,1,B,(0:17:45.5),Dén der   skal den ikke bare slås ihjel?,42,RebekkaR
Pair19,1,A,(0:17:49.7),Skal den bare slås ihjel?,42,RebekkaR
Pair19,1,B,(0:17:50.8),Jeg er overhovedet ikke sikker. Prøv.,42,RebekkaR
Pair19,1,A,(0:18:00.5),Slår vi den ihjel?,42,RebekkaR
Pair19,1,B,(0:18:01.1),Ja.,42,RebekkaR
Pair19,1,B,(0:18:08.7),"Den skal tappes, skal den ikke?",43,RebekkaR
Pair19,1,A,(0:18:10.6),Jo.,43,RebekkaR
Pair19,1,A,(0:18:16.0),"Den skal ignoreres, skal den ikke?",44,RebekkaR
Pair19,1,B,(0:18:19.2),Nej  jo den skal den også. Jo.,44,RebekkaR
Pair19,1,B,(0:18:26.9),Den skal... Den skal slås ihjel.,45,RebekkaR
Pair19,1,A,(0:18:30.4),Ja.,45,RebekkaR
Pair19,1,A,(0:18:37.8),Den skal... Ignoreres.,46,RebekkaR
Pair19,1,B,(0:18:40.6),Ja.,46,RebekkaR
Pair19,1,B,(0:18:46.1),Skal den så slås ihjel og tappes?,47,RebekkaR
Pair19,1,A,(0:18:48.7),"Det er jo så det, om den skal. Det skal den nok så.",47,RebekkaR
Pair19,1,B,(0:18:52.8),Ja.,47,RebekkaR
Pair19,1,A,(0:18:53.6),Fordi den med prikker skal ikke slås ihjel.,47,RebekkaR
Pair19,1,B,(0:19:01.6),Skulle den bare have været... Tappet?,48,RebekkaR
Pair19,1,A,(0:19:04.2),"Skal den så bare tappes så? Det kan godt være, den bare skal tappes.",48,RebekkaR
Pair19,1,A,(0:19:13.2),Den skal også tappes.,49,RebekkaR
Pair19,1,A,(0:19:18.7),Den skal... også tappes.,50,RebekkaR
Pair19,1,B,(0:19:21.1),Ja.,50,RebekkaR
Pair19,1,B,(0:19:26.4),Den skal bare ignoreres.,51,RebekkaR
Pair19,1,A,(0:19:28.6),Ja.,51,RebekkaR
Pair19,1,A,(0:19:34.3),Så skal den tappes.,52,RebekkaR
Pair19,1,B,(0:19:35.4),Ja.,52,RebekkaR
Pair19,1,A,(0:19:40.7),"Den skulle  den havde prikker. Jeg ved ikke  den anden havde ikke prikker, men jeg ved ikke, om det gør en forskel. Det kan godt være den bare skal tappes.",53,RebekkaR
Pair19,1,B,(0:19:51.8),"Ja, prøv det.",53,RebekkaR
Pair19,1,B,(0:19:57.0),Så 4.,54,RebekkaR
Pair19,1,A,(0:19:58.9),Så prikker gør åbenbart den store forskel.,55,RebekkaR
Pair19,1,B,(0:20:02.4),Ja.,55,RebekkaR
Pair19,1,B,(0:20:07.4),Og den skal bare slås ihjel. Eller hvad?,56,RebekkaR
Pair19,1,A,(0:20:14.5),Ja.,56,RebekkaR
Pair19,1,A,(0:20:27.7),"Er det så dén der, der skal slås ihjel? Det tror jeg måske, det er.",57,RebekkaR
Pair19,1,B,(0:20:34.8),"Ja, prøv det.",57,RebekkaR
Pair19,1,B,(0:20:39.5),"Okay, så synes jeg ikke, der er noget system i det.",58,RebekkaR
Pair19,1,B,(0:20:47.2),Den skal bare tappes.,59,RebekkaR
Pair19,1,A,(0:20:48.7),"Tappes, ja.",59,RebekkaR
Pair19,1,A,(0:20:54.7),Og ignorere.,60,RebekkaR
Pair19,1,B,(0:20:56.2),Ja.,60,RebekkaR
Pair19,1,A,(0:21:00.5),"Og... Det var den, der skulle tappes.",61,RebekkaR
Pair19,1,B,(0:21:21.9),Skal den bare slås ihjel?,62,RebekkaR
Pair19,1,A,(0:21:30.4),Jeg ved det ikke. Skal vi prøve at slå den ihjel?,62,RebekkaR
Pair19,1,B,(0:21:39.1),Ja.,62,RebekkaR
Pair19,1,A,(0:21:45.8),"Nå, ignore.",63,RebekkaR
Pair19,1,B,(0:21:46.3),Ja.,63,RebekkaR
Pair19,1,B,(0:21:51.1),Tappes.,64,RebekkaR
Pair19,1,A,(0:21:52.5),Ja.,64,RebekkaR
Pair19,1,B,(0:21:57.2),Tappes.,65,RebekkaR
Pair19,1,A,(0:21:57.4),Tappes.,65,RebekkaR
Pair19,1,A,(0:22:06.0),"Var det ikke også tappes? Nej  var det ikke den, der skulle slås ihjel?",66,RebekkaR
Pair19,1,B,(0:22:08.9),Det tror jeg.,66,RebekkaR
Pair19,1,A,(0:22:14.3),Og den skulle tappes.,67,RebekkaR
Pair19,1,A,(0:22:22.1),Og den er friendly.,68,RebekkaR
Pair19,1,B,(0:22:23.1),Ja den skal ignoreres.,68,RebekkaR
Pair19,1,A,(0:22:28.1),Ignoreres.,69,RebekkaR
Pair19,1,B,(0:22:29.2),Ja.,69,RebekkaR
Pair19,1,A,(0:22:36.0),Og tappes.,70,RebekkaR
Pair19,1,B,(0:22:37.4),Ja.,70,RebekkaR
Pair19,1,A,(0:22:42.8),Ignoreres.,71,RebekkaR
Pair19,1,B,(0:22:44.7),Ignoreres.,71,RebekkaR
Pair19,1,A,(0:22:47.6),Ignoreres.,72,RebekkaR
Pair19,1,B,(0:22:48.4),"Ignoreres, ja.",72,RebekkaR
Pair19,1,A,(0:22:56.6),Og ignoreres.,73,RebekkaR
Pair19,1,B,(0:22:57.4),"Ja, ja.",73,RebekkaR
Pair19,1,A,(0:23:00.4),"What? Er det fordi den havde prikker, eller fordi den havde armene nede? Det må det så være.",74,RebekkaR
Pair19,1,B,(0:23:05.0),Det kan godt være.,74,RebekkaR
Pair19,1,A,(0:23:06.1),Den skal tappes.,74,RebekkaR
Pair19,1,B,(0:23:07.6),Ja.,74,RebekkaR
Pair19,1,B,(0:23:12.7),"Den skal også tappes, skal den ikke det?",75,RebekkaR
Pair19,1,A,(0:23:15.1),Jo.,75,RebekkaR
Pair19,1,A,(0:23:23.2),Det var den der  4.,76,RebekkaR
Pair19,1,B,(0:23:24.5),"Ja. Ja, det er rigtigt.",76,RebekkaR
Pair19,1,A,(0:23:30.6),"Og det var den, der skulle slås ihjel, mener jeg.",77,RebekkaR
Pair19,1,B,(0:23:33.2),Ja.,77,RebekkaR
Pair19,1,A,(0:23:33.4),Fordi den har prikker.,77,RebekkaR
Pair19,1,B,(0:23:34.6),Ja.,77,RebekkaR
Pair19,1,B,(0:23:38.3),Og det er en 4'er.,78,RebekkaR
Pair19,1,A,(0:23:38.8),"4'er, yes.",78,RebekkaR
Pair19,1,A,(0:23:47.0),"Den skulle bare ignoreres, tror jeg.",79,RebekkaR
Pair19,1,B,(0:23:49.5),Nej... Jo... Jo.,79,RebekkaR
Pair19,1,A,(0:23:57.5),To.,80,RebekkaR
Pair19,1,B,(0:23:58.1),Ja.,80,RebekkaR
Pair19,1,B,(0:24:03.9),Og det var tappes igen. Var det ikke det?,81,RebekkaR
Pair19,1,A,(0:24:06.7),Jo.,81,RebekkaR
Pair19,1,A,(0:24:11.5),Tappes.,82,RebekkaR
Pair19,1,B,(0:24:12.3),Mmm.,82,RebekkaR
Pair19,1,A,(0:24:17.9),Ignorere.,83,RebekkaR
Pair19,1,B,(0:24:18.3),Ignoreres.,83,RebekkaR
Pair19,1,B,(0:24:26.0),Og...  Skal den ikke også bare...,84,RebekkaR
Pair19,1,A,(0:24:31.5),Den skulle ignoreres.,84,RebekkaR
Pair19,1,B,(0:24:32.3),Skulle den ignoreres?,84,RebekkaR
Pair19,1,A,(0:24:33.4),Ja. Fordi den havde ikke prikker.,84,RebekkaR
Pair19,1,B,(0:24:36.3),Når ja.,84,RebekkaR
Pair19,1,B,(0:24:39.7),Tappes.,85,RebekkaR
Pair19,1,A,(0:24:40.8),Ja.,85,RebekkaR
Pair19,1,B,(0:24:49.6),Skal også tappes.,86,RebekkaR
Pair19,1,A,(0:24:50.2),Ja.,86,RebekkaR
Pair19,1,A,(0:24:56.4),Og ignorere.,87,RebekkaR
Pair19,1,B,(0:24:57.0),Ja.,87,RebekkaR
Pair19,1,B,(0:25:02.1),Og 2 igen.,88,RebekkaR
Pair19,1,A,(0:25:03.1),Yes.,88,RebekkaR
Pair19,1,A,(0:25:07.9),Og så var det slå ihjel og tap.,89,RebekkaR
Pair19,1,B,(0:25:09.1),"Fire, ja.",89,RebekkaR
Pair19,1,B,(0:25:20.2),Det var...,90,RebekkaR
Pair19,1,A,(0:25:28.3),Jeg tror bare det er 1 faktisk.,90,RebekkaR
Pair19,1,B,(0:25:30.1),Var det 1?,90,RebekkaR
Pair19,1,A,(0:25:31.0),Det tror jeg.,90,RebekkaR
Pair19,1,B,(0:25:31.5),"Ja, prøv.",90,RebekkaR
Pair19,1,B,(0:25:37.6),"Og det var... Det var også ignoreres, var det ikke det?",91,RebekkaR
Pair19,1,A,(0:25:40.8),"Jo, det tror jeg du har ret i.",91,RebekkaR
Pair19,1,A,(0:25:46.4),Og ignorer igen.,92,RebekkaR
Pair19,1,B,(0:25:47.4),Ja.,92,RebekkaR
Pair19,1,B,(0:25:52.6),Ignoreres. Eller nej ,93,RebekkaR
Pair19,1,A,(0:25:55.1),"Nej, det er den med prikker.",93,RebekkaR
Pair19,1,B,(0:25:55.8),Den skal slås ihjel.,93,RebekkaR
Pair19,1,A,(0:26:02.3),Og ignorer.,94,RebekkaR
Pair19,1,B,(0:26:02.8),Ja.,94,RebekkaR
Pair19,1,B,(0:26:11.0),Skal den ikke bare ignoreres?,95,RebekkaR
Pair19,1,A,(0:26:12.1),Jo.,95,RebekkaR
Pair19,1,B,(0:26:20.0),Den har pletter ,96,RebekkaR
Pair19,1,A,(0:26:20.8),Når   det er rigtigt! 4.,96,RebekkaR
Pair19,1,B,(0:26:22.4),Ja.,96,RebekkaR
Pair19,1a,A,(0:26:54.9),Den skal vi bare ignorere.,97,RebekkaR
Pair19,1a,B,(0:26:56.2),Ja.,97,RebekkaR
Pair19,1a,A,(0:26:56.7),Ikke?,97,RebekkaR
Pair19,1a,B,(0:26:57.0),"Jo, det tror jeg.",97,RebekkaR
Pair19,1a,A,(0:27:04.3),"Og den skal tappes, tror jeg. Den har armene oppe.",98,RebekkaR
Pair19,1a,B,(0:27:05.8),Ja.,98,RebekkaR
Pair19,1a,B,(0:27:12.6),Og den har armene oppe og har pletter ,99,RebekkaR
Pair19,1a,A,(0:27:15.5),"Så den skal nok have 4, ikke?",99,RebekkaR
Pair19,1a,B,(0:27:16.5),Ja.,99,RebekkaR
Pair19,1a,B,(0:27:24.2),"Det er en 4'er, er det ikke, så?",100,RebekkaR
Pair19,1a,A,(0:27:27.4),"Den anden var den glad, eller hvad?",100,RebekkaR
Pair19,1a,B,(0:27:29.9),Hmm... Nej altså munden er den samme på dem allesammen.,100,RebekkaR
Pair19,1a,A,(0:27:34.8),"Når, men jeg tænker på øjnene.",100,RebekkaR
Pair19,1a,B,(0:27:35.8),"Når   ja, nej det ved jeg faktisk ikke. Det kan jeg ikke huske.",100,RebekkaR
Pair19,1a,A,(0:27:45.3),"Ellers skal den tappes, eller hvad? Eller også skal den slås ihjel. Skal den slås ihjel? Nej fordi vi slog ikke nogle ihjel, der havde pletter, før.",100,RebekkaR
Pair19,1a,B,(0:27:53.8),Når det gjorde vi ikke?,100,RebekkaR
Pair19,1a,A,(0:27:54.7),"Nej, det mener jeg ikke. Jeg mener kun det var de der  når den stod og var truende. Men jeg er ikke sikker. Jeg tror faktisk måske bare den skal tappes.",100,RebekkaR
Pair19,1a,B,(0:28:07.4),Okay. Prøv.,100,RebekkaR
Pair19,1a,B,(0:28:13.9),"Nu har den jo nemlig noget  den er helt sikkert farlig, dén der. For den har armene oppe, og den har pletter.",101,RebekkaR
Pair19,1a,A,(0:28:19.5),Slås ihjel og tappes.,101,RebekkaR
Pair19,1a,B,(0:28:20.5),Ja. Det tror jeg.,101,RebekkaR
Pair19,1a,A,(0:28:26.3),Og den skal bare slås ihjel?,102,RebekkaR
Pair19,1a,B,(0:28:27.3),"Ja, det tror jeg.",102,RebekkaR
Pair19,1a,A,(0:28:38.1),"Den skal slås ihjel. Nej jeg ved det ikke. Men jeg tror ikke, den skal tappes, for alle dem vi tappede havde jo armene i vejret   så vidt jeg lige husker.",103,RebekkaR
Pair19,1a,B,(0:28:51.1),Ja. Slå den ihjel.,103,RebekkaR
Pair19,1a,A,(0:29:04.0),"Den har så ikke nogle (?). Den skal nok bare ignoreres, eller hvad?",104,RebekkaR
Pair19,1a,B,(0:29:08.9),Ja. Prøv det.,104,RebekkaR
Pair19,2,B,(0:29:45.6),"Okay så de er de samme, men de gør noget andet.",1,RebekkaR
Pair19,2,A,(0:29:48.8),Ja.,1,RebekkaR
Pair19,2,B,(0:29:50.4),Så så bliver vi jo nødt til at prøve os frem igen.,1,RebekkaR
