Pair,Session,Interlocutor,Initial time,Transcription,Joint decision,Transcriber
Pair20,1,B,(0:04:59.0),"Men på den anden side, så... Skal vi prøve (?1?) bare?",20,RebekkaR
Pair20,1,A,(0:05:03.7),Ja.,20,RebekkaR
Pair20,1,A,(0:05:08.9),"Den var nok den venlige, ikke? Var det ikke den  nej den havde ikke pletter.",21,RebekkaR
Pair20,1,B,(0:05:19.8),Det er den samme   så 2.,22,RebekkaR
Pair20,1,A,(0:05:20.5),Ja.,22,RebekkaR
Pair20,1,B,(0:05:26.1),Var det ikke også 2?,23,RebekkaR
Pair20,1,A,(0:05:27.1),Der har du et bedre bud end jeg har.,23,RebekkaR
Pair20,1,B,(0:05:44.7),Der er jeg lidt i tvivl.,25,RebekkaR
Pair20,1,A,(0:05:47.5),Kunne det ikke godt være en 4'er?,25,RebekkaR
Pair20,1,B,(0:05:49.2),Prøv. Den har vi ikke prøvet før.,25,RebekkaR
Pair20,1,A,(0:06:02.7),Den husker jeg som venlig.,27,RebekkaR
Pair20,1,B,(0:06:04.5),Så 1.,27,RebekkaR
Pair20,1,A,(0:06:04.8),Ja.,27,RebekkaR
Pair20,1,B,(0:06:10.9),"1 eller 2? 1, ikke?",28,RebekkaR
Pair20,1,A,(0:06:13.2),Ja.,28,RebekkaR
Pair20,1,A,(0:06:23.1),"Jeg er ret sikker på, at det er en 2'er.",29,RebekkaR
Pair20,1,B,(0:06:32.5),3 eller 4.,30,RebekkaR
Pair20,1,A,(0:06:36.3),Det ved jeg ikke. Var det ikke en 2'er? Nej prøv 4'eren.,30,RebekkaR
Pair20,1,A,(0:06:54.8),Den ser venlig ud.,31,RebekkaR
Pair20,1,B,(0:06:56.2),Skal vi sige 1?,31,RebekkaR
Pair20,1,A,(0:06:56.6),Ja.,31,RebekkaR
Pair20,1,B,(0:07:04.2),"Jeg tror det er enten 2 eller 4, fordi jeg husker et eller andet med, at øjnene betød, at der var jelly i den.",32,RebekkaR
Pair20,1,A,(0:07:09.1),"Ja. Nå, er det ikke de blå? Jeg er helt i tvivl nu. Men jeg vil også prøve på 2'eren der.",32,RebekkaR
Pair20,1,A,(0:07:27.9),Jeg har lyst til at sige 3 bare fordi det er længe siden!,33,RebekkaR
Pair20,1,B,(0:07:31.4),Skal vi prøve?,33,RebekkaR
Pair20,1,A,(0:07:31.9),Ja.,33,RebekkaR
Pair20,1,B,(0:07:38.3),Et.,34,RebekkaR
Pair20,1,A,(0:07:38.9),Ja.,34,RebekkaR
Pair20,1,A,(0:07:56.5),Var det ikke sådan en snyder? Jeg husker den som god.,36,RebekkaR
Pair20,1,B,(0:08:01.8),"Jo. Det tror jeg, det er. Fordi den var ond, den havde armene nede...",36,RebekkaR
Pair20,1,A,(0:08:06.0),"Ja, præcis. Og der var også den med de store øjne, og dén der har de der mærkelige øjne. Så den er i hvert fald 1 eller 2.",36,RebekkaR
Pair20,1,B,(0:08:11.7),2 eller 4. Nå okay.,36,RebekkaR
Pair20,1,A,(0:08:13.4),Ja okay   så tager vi 2'eren.,36,RebekkaR
Pair20,1,B,(0:08:20.9),Okay den er i hvert fald venlig.,37,RebekkaR
Pair20,1,A,(0:08:22.7),Ja prøv.,37,RebekkaR
Pair20,1,A,(0:08:30.8),Var det 4?,38,RebekkaR
Pair20,1,B,(0:08:34.6),Nej fordi havde den ikke pletter den vi havde lige før?,38,RebekkaR
Pair20,1,A,(0:08:36.0),"Jo, det er rigtigt.",38,RebekkaR
Pair20,1,B,(0:08:37.5),Så prøver vi 2.,38,RebekkaR
Pair20,1,A,(0:08:47.1),"Den ser god ud, men den kunne også være dårlig.",39,RebekkaR
Pair20,1,B,(0:08:50.0),Altså jeg tænker også enten 1 eller 2.,39,RebekkaR
Pair20,1,A,(0:08:54.9),"Ja, ej det kan godt være en god ven. 1'eren.",39,RebekkaR
Pair20,1,B,(0:09:04.2),To?,40,RebekkaR
Pair20,1,A,(0:09:04.7),Ja.,40,RebekkaR
Pair20,1,B,(0:09:11.8),"Jeg mener også, det var 2. Nej. Jo.",41,RebekkaR
Pair20,1,A,(0:09:14.3),Det ved du bedre end jeg gør.,41,RebekkaR
Pair20,1,B,(0:09:17.3),"Jeg kan i hvert fald huske noget med armene nede, men pletterne er jeg lidt...",41,RebekkaR
Pair20,1,B,(0:09:23.8),"Så pletterne og armene nede, så er den venlig. Og dén der  der er jeg fristet til at sige 2 igen.",42,RebekkaR
Pair20,1,A,(0:09:29.7),"Ja, gør det.",42,RebekkaR
Pair20,1,B,(0:09:41.0),2 eller 4.,43,RebekkaR
Pair20,1,A,(0:09:42.2),Jeg er på 4.,43,RebekkaR
Pair20,1,B,(0:09:46.0),Hvordan får de den til at være venlig? Er det på grund af armene?,44,RebekkaR
Pair20,1,A,(0:09:49.6),"Jeg er sgu lidt i tvivl. Jeg er i tvivl om de kigger på karakteristikæne ved hver enkelt og siger: okay hvad er det så, der gør udslaget?",44,RebekkaR
Pair20,1,B,(0:09:55.7),Ja. Det der var enten 1 eller 2.,44,RebekkaR
Pair20,1,A,(0:10:03.8),Ja. Jeg hælder til 1.,44,RebekkaR
Pair20,1,B,(0:10:19.9),"Det er også 2 så, er det ikke?",46,RebekkaR
Pair20,1,A,(0:10:20.9),Ja.,46,RebekkaR
Pair20,1,A,(0:10:34.7),Med pletter   det kan jeg ikke huske.,48,RebekkaR
Pair20,1,B,(0:10:36.6),4 eller 3.,48,RebekkaR
Pair20,1,A,(0:10:38.5),Det vælger du. Det har jeg ikke nogen holdning til.,48,RebekkaR
Pair20,1,B,(0:10:45.0),"Den er venlig, er den ikke?",49,RebekkaR
Pair20,1,A,(0:10:46.3),Jo.,49,RebekkaR
Pair20,1,B,(0:10:52.3),Og den tror jeg er 2 eller 3.,50,RebekkaR
Pair20,1,A,(0:10:57.5),"Ja. Jeg hælder mest til 2'eren, vil jeg sige.",50,RebekkaR
Pair20,1,A,(0:11:06.0),Og det var også (?),51,RebekkaR
Pair20,1,A,(0:11:13.9),Var den ikke også friendly?,52,RebekkaR
Pair20,1,B,(0:11:17.4),Jo.,52,RebekkaR
Pair20,1,B,(0:11:31.5),To.,54,RebekkaR
Pair20,1,B,(0:11:38.3),"Det er vist 3, tror jeg.",55,RebekkaR
Pair20,1,A,(0:11:40.3),Ja.,55,RebekkaR
Pair20,1,B,(0:11:48.2),Muskler oppe   så den er i hvert fald venlig. Jo.,56,RebekkaR
Pair20,1,B,(0:11:58.4),Er det 1?,57,RebekkaR
Pair20,1,A,(0:11:59.5),Ja jeg husker den som 1.,57,RebekkaR
Pair20,1,B,(0:12:08.7),Hvordan havde den ændret sig?,59,RebekkaR
Pair20,1,A,(0:12:10.5),Prikkerne.,59,RebekkaR
Pair20,1,B,(0:12:10.7),"Ah, okay. Dén har også prikker, men den har armene nede...",59,RebekkaR
Pair20,1,A,(0:12:25.9),Jeg tænker 2.,59,RebekkaR
Pair20,1,B,(0:12:34.3),To?,60,RebekkaR
Pair20,1,A,(0:12:35.6),Ja.,60,RebekkaR
Pair20,1,A,(0:12:41.5),"Det er normale øjne, så det kan vi ikke ",61,RebekkaR
Pair20,1,B,(0:12:43.1),Vi prøver 1.,61,RebekkaR
Pair20,1,A,(0:12:43.8),Ja.,61,RebekkaR
Pair20,1,B,(0:12:55.4),2 eller 4. Er det ikke?,62,RebekkaR
Pair20,1,A,(0:12:56.9),"Jeg er så mere på 2'eren. Jeg tror ikke, den var ond.",62,RebekkaR
Pair20,1,B,(0:13:05.6),Et.,63,RebekkaR
Pair20,1,B,(0:13:11.8),Og også 1.,64,RebekkaR
Pair20,1,A,(0:13:12.1),Ja.,64,RebekkaR
Pair20,1,A,(0:13:26.6),"Jeg sad og tænkte 4 som det første, men...",65,RebekkaR
Pair20,1,B,(0:13:30.2),Skal vi prøve?,65,RebekkaR
Pair20,1,A,(0:13:30.7),Ja.,65,RebekkaR
Pair20,1,B,(0:13:41.2),Er det der ikke 1?,66,RebekkaR
Pair20,1,A,(0:13:42.5),Jo.,66,RebekkaR
Pair20,1,B,(0:13:48.0),To.,67,RebekkaR
Pair20,1,B,(0:14:04.7),Og også 2.,70,RebekkaR
Pair20,1,A,(0:14:05.2),Mmm.,70,RebekkaR
Pair20,1,B,(0:14:14.1),Skal vi prøve med en 4'er?,71,RebekkaR
Pair20,1,A,(0:14:16.9),"Var det ikke den, vi prøvede sidst   jeg tror den var friendly faktisk. Nej, nej, det passer ikke   den var grøn. Sorry. Jo, lad os prøve en 4'er.",71,RebekkaR
Pair20,1,B,(0:14:23.7),"Men jeg tror det er positionerne mere end farverne, der betyder noget.",71,RebekkaR
Pair20,1,A,(0:14:26.9),"Ja, jeg har siddet og tænkt på, at der må være noget der.",71,RebekkaR
Pair20,1,B,(0:14:30.3),Fordi med armene oppe og venlige øjne   så er det i hvert fald jelly. Uanset farven.,71,RebekkaR
Pair20,1,A,(0:14:34.1),Ja.,71,RebekkaR
Pair20,1,B,(0:14:37.3),Okay. Armene nede   så kunne den egentlig godt være friendly. Men den har pletterne og øjnene. Så det er enten sådan helt galt eller helt rigtigt. Skal vi prøve en 4'er?,71,RebekkaR
Pair20,1,A,(0:15:02.6),"Ja, jo. Jeg sad med 2 og 4. Men lad os prøve 4'eren.",71,RebekkaR
Pair20,1,B,(0:15:10.4),"Den var destruktiv. Så øjne, pletter, arme   og det har den også, så lad os prøve 3.",72,RebekkaR
Pair20,1,A,(0:15:15.7),Ja.,72,RebekkaR
Pair20,1,B,(0:15:20.8),"Den har armene nede, så 1?",73,RebekkaR
Pair20,1,A,(0:15:23.9),"Jo, jo.",73,RebekkaR
Pair20,1,B,(0:15:37.1),Venlig eller jelly.,75,RebekkaR
Pair20,1,A,(0:15:41.2),Jeg tænker jelly.,75,RebekkaR
Pair20,1,B,(0:15:48.3),Venlig.,76,RebekkaR
Pair20,1,B,(0:16:02.5),"Altså den har armene oppe, hvilket egentlig betød jelly. Men var det ikke lige meget med øjnene? Eller tror du, det er en 4'er?",78,RebekkaR
Pair20,1,A,(0:16:10.0),Jeg kunne godt (?) til en 4'er.,78,RebekkaR
Pair20,1,B,(0:16:15.6),"Nej så er det jelly uanset øjnene. Der er det bare armene, der er vigtige.",79,RebekkaR
Pair20,1,A,(0:16:18.6),Ja.,79,RebekkaR
Pair20,1,B,(0:16:21.9),"Og nu kan jeg ikke huske, om den var 3 eller 4.",79,RebekkaR
Pair20,1,A,(0:16:29.4),Det er hip som hap for mig.,79,RebekkaR
Pair20,1,B,(0:16:30.1),"Jeg er fristet til at den ville være 4, hvis den havde armene oppe. Og at den nu i stedet for er 3.",79,RebekkaR
Pair20,1,A,(0:16:35.6),Ja.,79,RebekkaR
Pair20,1,B,(0:16:45.2),Den har pletter. Lad os lige prøve en teori; om den er 4 hvis den har pletter.,80,RebekkaR
Pair20,1,A,(0:16:50.2),Ja.,80,RebekkaR
Pair20,1,B,(0:17:01.5),Så er den venlig. Er den ikke?,82,RebekkaR
Pair20,1,A,(0:17:02.7),Jo.,82,RebekkaR
Pair20,1,B,(0:17:09.0),Også venlig.,83,RebekkaR
Pair20,1,A,(0:17:09.7),Ja.,83,RebekkaR
Pair20,1,A,(0:17:14.8),Den har pletter.,84,RebekkaR
Pair20,1,B,(0:17:16.5),"Pletter, armene nede og øjne   så er det 3.",85,RebekkaR
Pair20,1,A,(0:17:19.9),Ja 3.,85,RebekkaR
Pair20,1,B,(0:17:26.6),Det er den samme.,86,RebekkaR
Pair20,1,A,(0:17:27.5),Ja.,86,RebekkaR
Pair20,1,B,(0:17:36.7),"Armene, nede, pletter, men glade øjne. ",87,RebekkaR
Pair20,1,A,(0:17:41.9),"Skal vi prøve at sige 3 igen for at se, om det har nogen indflydelse?",87,RebekkaR
Pair20,1,B,(0:17:45.6),Ja.,87,RebekkaR
Pair20,1,A,(0:17:47.9),Øjnene er så (?) betydning.,88,RebekkaR
Pair20,1,B,(0:17:51.8),"Det var jelly, ikke?",88,RebekkaR
Pair20,1,A,(0:17:52.8),Ja.,88,RebekkaR
Pair20,1,B,(0:17:52.9),Uanset om den havde pletter eller ej.,88,RebekkaR
Pair20,1,B,(0:17:59.9),Og den er 3.,89,RebekkaR
Pair20,1,A,(0:18:00.8),Ja.,89,RebekkaR
Pair20,1,A,(0:18:06.6),"Den dårlige, ikke?",90,RebekkaR
Pair20,1,B,(0:18:08.5),Jo. Fordi øjnene havde ikke nogen betydning.,90,RebekkaR
Pair20,1,B,(0:18:21.2),2 eller 4. Det kan jeg ikke huske.,91,RebekkaR
Pair20,1,A,(0:18:23.6),"Sagde jeg ikke 4 sidste gang, og så var det 2? Sådan husker jeg det.",91,RebekkaR
Pair20,1,B,(0:18:26.3),Vi prøver.,91,RebekkaR
Pair20,1,B,(0:18:32.9),Det er 3.,92,RebekkaR
Pair20,1,A,(0:18:33.4),Ja.,92,RebekkaR
Pair20,1,B,(0:18:39.6),Og det var...,93,RebekkaR
Pair20,1,A,(0:18:41.2),"Gode øjne, armene nede, pletter.",93,RebekkaR
Pair20,1,B,(0:18:47.1),Det må være enten 1 eller 4.,93,RebekkaR
Pair20,1,A,(0:18:49.5),Jeg er til 1'eren så.,93,RebekkaR
Pair20,1,B,(0:18:59.9),Er den ikke også venlig?,94,RebekkaR
Pair20,1,A,(0:19:00.5),"Jo, det tror jeg.",94,RebekkaR
Pair20,1,A,(0:19:06.9),"Den må også være, ja.",95,RebekkaR
Pair20,1,B,(0:19:15.0),Venlig med pletter   hvad var det nu der?,96,RebekkaR
Pair20,1,A,(0:19:16.3),"Var det ikke noget med, at pletterne ikke gjorde så meget? Jeg tror 1'er, ja.",96,RebekkaR
Pair20,1a,B,(0:19:35.9),Armene oppe før det betød jelly uanset øjnene.,97,RebekkaR
Pair20,1a,A,(0:19:38.0),Ja.,97,RebekkaR
Pair20,1a,B,(0:19:51.6),Skal vi tage 4?,98,RebekkaR
Pair20,1a,A,(0:19:53.2),Ja lad os prøve.,98,RebekkaR
Pair20,1a,B,(0:19:59.5),"Den har også pletter og armene nede, ligesom den anden havde   og der var det ikke 4.",99,RebekkaR
Pair20,1a,A,(0:20:04.6),Men øjnene er måske  jeg tænker 1.,99,RebekkaR
Pair20,1a,A,(0:20:14.5),"Armene oppe, ingen pletter. Friendly? Eller hvad tænker du?",100,RebekkaR
Pair20,1a,B,(0:20:21.0),1 eller 2.,100,RebekkaR
Pair20,1a,A,(0:20:22.4),Ja. Hmm... Det kan være hip som hap.,100,RebekkaR
Pair20,1a,A,(0:20:30.6),"Og det var fjentlig, var den ikke? Det var wrong sidste gang.",101,RebekkaR
Pair20,1a,B,(0:20:34.8),Den var ikke 4. Skal vi prøve 3?,101,RebekkaR
Pair20,1a,A,(0:20:38.2),Ja lad os.,101,RebekkaR
Pair20,1a,B,(0:20:44.1),"Og den har det samme mønster med armene oppe. Prikker, men andre... 2?",102,RebekkaR
Pair20,1a,A,(0:20:50.1),Ja.,102,RebekkaR
Pair20,1a,B,(0:20:53.6),"Det er sjovt hvordan man er sådan bedre til at genkende dem, man får noget ud af, end dem, der skader en.",103,RebekkaR
Pair20,1a,A,(0:20:58.9),Ja.,103,RebekkaR
Pair20,1a,B,(0:21:04.2),"Armene nede, så umiddelbart 1 eller 2.",103,RebekkaR
Pair20,1a,A,(0:21:06.6),Ja. Jeg tror også 2. Nej 1.,103,RebekkaR
Pair20,1a,A,(0:21:18.1),1 eller 2. Hvad foretrækker du?,104,RebekkaR
Pair20,1a,B,(0:21:20.2),To.,104,RebekkaR
Pair20,1a,A,(0:21:20.8),Ja.,104,RebekkaR
Pair20,2,B,(0:21:37.6),"Okay det bedste her er egentligt bare at huske, hvordan den ser ud, og så huske svaret.",1,RebekkaR
Pair20,2,A,(0:21:43.7),Ja.,1,RebekkaR
Pair20,2,B,(0:21:45.7),"Så nede, skæve øjne, ingen pletter.",1,RebekkaR
Pair20,2,B,(0:21:50.9),Det er 2. Så 1?,2,RebekkaR
Pair20,2,A,(0:21:56.2),Et. Ja prøv 1.,2,RebekkaR
Pair20,2,B,(0:21:58.8),"Nej, den var destruktiv når de har armene oppe. Okay så det...",3,RebekkaR
Pair20,2,A,(0:22:02.9),2 vel?,3,RebekkaR
Pair20,2,B,(0:22:03.4),Ja.,3,RebekkaR
Pair20,2,B,(0:22:08.8),Og den har armene nede...,4,RebekkaR
Pair20,2,A,(0:22:10.1),Men har den ikke fået pletter?,4,RebekkaR
Pair20,2,B,(0:22:11.7),Jo.,4,RebekkaR
Pair20,2,A,(0:22:12.5),"Lad os sige 2 og se, om der sker en ændring.",4,RebekkaR
Pair20,2,B,(0:22:14.7),Okay.,4,RebekkaR
Pair20,2,B,(0:22:19.8),Den var destruktiv.,5,RebekkaR
Pair20,2,A,(0:22:20.8),Ja. 3 må det være.,5,RebekkaR
Pair20,2,B,(0:22:27.4),"Armene nede, pletter.",6,RebekkaR
Pair20,2,A,(0:22:30.5),Var det ikke venlig stadigvæk?,6,RebekkaR
Pair20,2,B,(0:22:32.4),Jo. Var det ikke 2?,6,RebekkaR
Pair20,2,A,(0:22:37.8),Det kan jeg ikke huske   prøv.,6,RebekkaR
Pair20,2,B,(0:22:39.4),Okay så pletterne har ikke nogen betyning.,7,RebekkaR
Pair20,2,A,(0:22:43.4),Det er også en (?2'er?).,7,RebekkaR
Pair20,2,A,(0:22:49.6),Det er også 2'er.,8,RebekkaR
Pair20,2,A,(0:22:56.1),Skal vi prøve 4'eren?,9,RebekkaR
Pair20,2,B,(0:22:56.7),Ja. Bare for at se om det passer.,9,RebekkaR
Pair20,2,B,(0:23:02.8),"Skal vi så prøve 3 for at se, om pletterne betyder noget?",10,RebekkaR
Pair20,2,A,(0:23:05.2),Ja eller så kan vi afkræfte det ved at trykke 4 nu.,10,RebekkaR
Pair20,2,B,(0:23:08.4),"Okay, så pletterne betyder ikke noget.",11,RebekkaR
Pair20,2,A,(0:23:10.1),Nej.,11,RebekkaR
Pair20,2,A,(0:23:17.9),Det er så 4 igen vel.,12,RebekkaR
Pair20,2,B,(0:23:20.1),Okay glade øjne og armene oppe   så kan vi ikke lide dem.,13,RebekkaR
Pair20,2,A,(0:23:23.9),Nej.,13,RebekkaR
Pair20,2,B,(0:23:29.8),To?,14,RebekkaR
Pair20,2,B,(0:23:30.2),"2, ja.",14,RebekkaR
Pair20,2,B,(0:23:34.1),Der skulle vi åbenbart kigge på øjnene.,15,RebekkaR
Pair20,2,B,(0:23:41.7),"Okay, så den har armene oppe og vrede øjne, så er det vel en 4'er?",16,RebekkaR
Pair20,2,A,(0:23:45.5),Ja.,16,RebekkaR
Pair20,2,A,(0:23:53.6),"Friendly, ikke? Men 1 eller 2   det kan jeg stadig ikke huske.",17,RebekkaR
Pair20,2,B,(0:23:57.7),"Det er rigtigt. Det var øjnene, vi skulle se det på. Men glad øjne, armene nede ",17,RebekkaR
Pair20,2,A,(0:24:02.7), er 2 vel?,17,RebekkaR
Pair20,2,A,(0:24:07.6),"Den var 1'eren så, ikke?",18,RebekkaR
Pair20,2,B,(0:24:11.1),"Gad vide hvad det så er, der kendetegner 1'erne?",19,RebekkaR
Pair20,2,A,(0:24:20.7),Er det ikke en 4'er?,20,RebekkaR
Pair20,2,B,(0:24:22.4),Jo...,20,RebekkaR
Pair20,2,A,(0:24:31.3),Og 4'eren igen.,21,RebekkaR
Pair20,2,B,(0:24:36.9),"Glade øjne, armene oppe, så er den farlig.",22,RebekkaR
Pair20,2,A,(0:24:37.8),"3'eren, ja.",22,RebekkaR
Pair20,2,B,(0:24:41.6),"Medmindre den har pletter, åbenbart!",23,RebekkaR
Pair20,2,A,(0:24:44.2),Så 4.,23,RebekkaR
Pair20,2,B,(0:24:51.5),Armene nede... Jeg vil umiddelbart gætte på jelly.,24,RebekkaR
Pair20,2,A,(0:24:56.2),"Ja, det vil jeg også.",24,RebekkaR
Pair20,2,B,(0:25:04.0),"Var det så ikke 3'eren, den der?",25,RebekkaR
Pair20,2,A,(0:25:05.6),"Jo, det var glade øjne, og store arme. Jo.",25,RebekkaR
Pair20,2,A,(0:25:15.0),To og (?).,26,RebekkaR
Pair20,2,B,(0:25:22.6),Kan det så være 1'eren?,27,RebekkaR
Pair20,2,A,(0:25:23.7),Det må det næsten være.,27,RebekkaR
Pair20,2,B,(0:25:24.6),"Pletter, glade øjne.",27,RebekkaR
Pair20,2,A,(0:25:30.3),"Det var en destruktiv, ikke?",28,RebekkaR
Pair20,2,A,(0:25:37.5),Fire.,29,RebekkaR
Pair20,2,B,(0:25:37.7),Fire.,29,RebekkaR
Pair20,2,A,(0:25:52.0),Var det ikke også 4'eren?,31,RebekkaR
Pair20,2,B,(0:25:54.4),"Jo, fordi den har pletter.",31,RebekkaR
Pair20,2,A,(0:26:01.9),"Det er vel stadig en 4'er, tænker jeg.",32,RebekkaR
Pair20,2,B,(0:26:08.8),Så det er en jelly... Eller?,33,RebekkaR
Pair20,2,A,(0:26:12.3),Jo.,33,RebekkaR
Pair20,2,A,(0:26:21.3),Er det ikke stadig en 4'er?,34,RebekkaR
Pair20,2,B,(0:26:38.3),Var det så en 4'er?,36,RebekkaR
Pair20,2,A,(0:26:42.0),"Jeg tænkte 4, ja.",36,RebekkaR
Pair20,2,A,(0:26:51.8),To.,37,RebekkaR
Pair20,2,B,(0:26:52.0),To.,37,RebekkaR
Pair20,2,B,(0:26:56.7),"Hvad er det, vi overså?",38,RebekkaR
Pair20,2,A,(0:26:58.5),"Jeg ved ikke, om det var manglen på prikker.",38,RebekkaR
Pair20,2,B,(0:27:04.7),"Jeg tror det er øjnene her, for de betyder mere, end de gjorde i den forrige. Øhm, armene oppe   så enten 3 eller 4. Glade øjne, så...",39,RebekkaR
Pair20,2,A,(0:27:13.5),Tag 3 (...?)pletter   så er det 34.,39,RebekkaR
Pair20,2,B,(0:27:24.7),Det er en 4'er. Er det ikke?,40,RebekkaR
Pair20,2,A,(0:27:25.3),Jo.,40,RebekkaR
Pair20,2,B,(0:27:35.4),Det der var en 3  det var tidligere glade øjne ,41,RebekkaR
Pair20,2,A,(0:27:41.4),"Jo, det er 3.",41,RebekkaR
Pair20,2,B,(0:27:48.6),Tror det er jelly.,42,RebekkaR
Pair20,2,A,(0:27:49.0),Ja.,42,RebekkaR
Pair20,2,B,(0:27:53.5),Så skæve øjne og armene nede.,43,RebekkaR
Pair20,2,A,(0:27:57.6),Det var med prikker. Hvad tænker du? Jeg tænker 3 eller 4. Men jeg tror jeg hælder til 4.,43,RebekkaR
Pair20,2,B,(0:28:10.7),"Det var 3, ikke?",44,RebekkaR
Pair20,2,A,(0:28:12.2),Jo.,44,RebekkaR
Pair20,2,A,(0:28:20.2),"Det var med prikker, ikke? Armene nede, og de øjne, ja. Hvad var dit bud? Jeg tænkte 2 eller 3.",45,RebekkaR
