Pair,Session,Interlocutor,Initial time,Transcription,Joint decision,Transcriber
Pair2,1,B,(0:01:32.1),"Ja, præcis. Og det vil man jo gerne have. Er det  hvad er der så med denne her? Neutral? ",3,Rebekka R
Pair2,1,A,(0:01:37.0),Jeg ved det ikke. Skal vi sige neutral?,3,Rebekka R
Pair2,1,B,(0:01:41.0),"Ja, vi siger neutral.",3,Rebekka R
Pair2,1,A,(0:01:49.6),"Den ligner jo ligesom den anden, men den er  nu er den blå.",4,Rebekka R
Pair2,1,B,(0:01:52.5),Nu er den blå i stedet for. Det er også  det betyder også noget.,4,Rebekka R
Pair2,1,A,(0:01:55.6),Det har sikkert noget med farven at gøre.,4,Rebekka R
Pair2,1,B,(0:01:56.7),Ja.,4,Rebekka R
Pair2,1,A,(0:01:58.2),Skal vi prøve at sige den er 2'er? At vi kan bruge den til noget?,4,Rebekka R
Pair2,1,B,(0:02:01.2),Ja.,4,Rebekka R
Pair2,1,A,(0:02:02.1),"Eller skal vi gå ud fra, at farven ikke har noget med det at gøre?",4,Rebekka R
Pair2,1,B,(0:02:04.5),Jeg tror farven har noget med det  jeg tror vi prøver en 2'er.,4,Rebekka R
Pair2,1,B,(0:02:14.1),"Den er ligesom den anden farlige, udover den er blå. Er den ikk'? Den her?",5,Rebekka R
Pair2,1,A,(0:02:17.1),Jo. Og den var forkert sidste gang. Den var grøn sidste gang.,5,Rebekka R
Pair2,1,B,(0:02:19.8),Og der var den grøn.,5,Rebekka R
Pair2,1,A,(0:02:20.9),Men der er altså også noget med øjnene dér.,5,Rebekka R
Pair2,1,B,(0:02:22.3),Ja.,5,Rebekka R
Pair2,1,A,(0:02:22.8),Jeg tænker den er farlig.,5,Rebekka R
Pair2,1,B,(0:02:23.8),Ja. Det tænker jeg også.,5,Rebekka R
Pair2,1,B,(0:02:32.0),Den skulle både være tappet og  så muskler er måske tap.,6,Rebekka R
Pair2,1,A,(0:02:36.4),Ja det er måske et godt  en god ting.,6,Rebekka R
Pair2,1,B,(0:02:38.8),Ja.,6,Rebekka R
Pair2,1,A,(0:02:39.8),Den her den kan vi måske så ikke bruge til noget.,6,Rebekka R
Pair2,1,B,(0:02:41.9),Nej.,6,Rebekka R
Pair2,1,A,(0:02:43.0),Og den ser også lidt ond ud.,6,Rebekka R
Pair2,1,B,(0:02:44.6),Ja.,6,Rebekka R
Pair2,1,A,(0:02:45.2),Er det så en 3'er?,6,Rebekka R
Pair2,1,B,(0:02:46.3),"Det skal så have en 3'er, tror jeg, ja.",6,Rebekka R
Pair2,1,A,(0:02:47.7),Skal vi prøve?,6,Rebekka R
Pair2,1,B,(0:02:48.1),Ja.,6,Rebekka R
Pair2,1,A,(0:02:49.9),"Okay, så har vi måske lidt en idé om, at muskler er godt.",7,Rebekka R
Pair2,1,B,(0:02:52.4),Ja.,7,Rebekka R
Pair2,1,A,(0:02:53.3),Dén ser godt ud.,7,Rebekka R
Pair2,1,B,(0:02:54.3),Ja. Den skal kun tappes.,7,Rebekka R
Pair2,1,A,(0:02:55.8),... På alle måder. En 2'er?,7,Rebekka R
Pair2,1,B,(0:02:57.6),En 2'er. ,7,Rebekka R
Pair2,1,B,(0:03:03.9),"Den har så ikke nogen muskler, den skal bare ignoreres. Skal den ikk'?",8,Rebekka R
Pair2,1,A,(0:03:07.0),Jo. Jeg tænker også 1.,8,Rebekka R
Pair2,1,B,(0:03:08.5),Ja.,8,Rebekka R
Pair2,1,A,(0:03:16.3),Jamen den ser både   den ser altså også lidt ond ud. Og vi kan ikke rigtig så bruge den til noget.,9,Rebekka R
Pair2,1,B,(0:03:19.3),Ja.,9,Rebekka R
Pair2,1,A,(0:03:21.5),"Så det må være en 3'er, vel? Jeg tænker ikke vi skal ignorere den, for den ser lidt ond ud.",9,Rebekka R
Pair2,1,B,(0:03:26.3),Ja. Jeg tror også det er en 3'er.,9,Rebekka R
Pair2,1,A,(0:03:28.0),Tror du?,9,Rebekka R
Pair2,1,B,(0:03:28.7),Der er ikke noget ,9,Rebekka R
Pair2,1,A,(0:03:29.8),"Var det det første, du tænkte?",9,Rebekka R
Pair2,1,B,(0:03:30.3),Ja.,9,Rebekka R
Pair2,1,A,(0:03:30.5),Okay.,9,Rebekka R
Pair2,1,B,(0:03:31.7),Der er ikke noget at gå ud fra at den ikke ,9,Rebekka R
Pair2,1,A,(0:03:32.9),Nej.,9,Rebekka R
Pair2,1,B,(0:03:33.1),Det er vi enige om. Godt.,9,Rebekka R
Pair2,1,B,(0:03:38.5),Den har nogle gode øjne.,10,Rebekka R
Pair2,1,A,(0:03:40.4),Men vi kan ikke bruge den til noget.,10,Rebekka R
Pair2,1,B,(0:03:41.2),Vi kan ikke bruge den til noget.,10,Rebekka R
Pair2,1,A,(0:03:42.4),"Jeg har altså en fornemmelse af, at farven ikke har noget med det at gøre.",10,Rebekka R
Pair2,1,B,(0:03:44.1),Nej. Det tror jeg heller ikke. Ikke indtil videre.,10,Rebekka R
Pair2,1,A,(0:03:45.8),Nej.,10,Rebekka R
Pair2,1,B,(0:03:47.0),Så den skal ignoreres.,10,Rebekka R
Pair2,1,A,(0:03:47.8),Ja. Skal vi prøve?,10,Rebekka R
Pair2,1,B,(0:03:48.5),Ja.,10,Rebekka R
Pair2,1,B,(0:03:54.2),Farlig.,11,Rebekka R
Pair2,1,A,(0:03:55.4),"Farlig, ja. 3?",11,Rebekka R
Pair2,1,B,(0:03:56.8),Ja.,11,Rebekka R
Pair2,1,B,(0:03:59.8),Har vi tappet nogle indtil videre?,12,Rebekka R
Pair2,1,A,(0:04:01.5),Det tror jeg ikke. Den er jo magen til. ,12,Rebekka R
Pair2,1,B,(0:04:04.8),"Ja, den har bare ingen prikker.",12,Rebekka R
Pair2,1,A,(0:04:05.5),Nej. Men derfor så er det et spørgsmål om prikkerne ,12,Rebekka R
Pair2,1,B,(0:04:09.3),Så er den neutral.,12,Rebekka R
Pair2,1,A,(0:04:10.0),Ja.,12,Rebekka R
Pair2,1,B,(0:04:10.2),Fordi den ikke har prikker.,12,Rebekka R
Pair2,1,A,(0:04:11.9),Men det er ikke noget vi sådan lige har lagt mærke til indtil videre. Skal vi prøve at sige den er farlig?,12,Rebekka R
Pair2,1,B,(0:04:16.8),Ja.,12,Rebekka R
Pair2,1,A,(0:04:17.3),Altså jeg ville gøre  jeg ville gøre det ud fra øjne.,12,Rebekka R
Pair2,1,B,(0:04:19.7),Ja.,12,Rebekka R
Pair2,1,A,(0:04:20.6),"Men så kan vi, ja, hvis den ",12,Rebekka R
Pair2,1,B,(0:04:23.6),"Okay, så prikkerne gør den...?",13,Rebekka R
Pair2,1,A,(0:04:25.5),Den  det gør den farlig. ,13,Rebekka R
Pair2,1,B,(0:04:29.2),"Ja prikkerne gøre den farlig, men det har også farlige øjne.",13,Rebekka R
Pair2,1,A,(0:04:33.0),Ja. Så den her den er vel begge dele.,13,Rebekka R
Pair2,1,B,(0:04:36.1),Den skal ,13,Rebekka R
Pair2,1,A,(0:04:37.3),Den skal 4'eren. ,13,Rebekka R
Pair2,1,B,(0:04:37.8),Ja.,13,Rebekka R
Pair2,1,A,(0:04:40.7),Så prikkerne har også noget med det at gøre.,14,Rebekka R
Pair2,1,B,(0:04:42.2),Ja. Den er farlig.,14,Rebekka R
Pair2,1,A,(0:04:45.7),Ja på alle måder.,14,Rebekka R
Pair2,1,B,(0:04:46.8),Ja.,14,Rebekka R
Pair2,1,A,(0:04:53.3),Den er god.,15,Rebekka R
Pair2,1,B,(0:04:54.2),"Ja. Den vil vi gerne tappe, for den har muskler.",15,Rebekka R
Pair2,1,A,(0:04:56.3),Ja.,15,Rebekka R
Pair2,1,B,(0:05:02.6),Den skal tapppes.,16,Rebekka R
Pair2,1,A,(0:05:05.2),Den er god og farlig.,16,Rebekka R
Pair2,1,B,(0:05:06.8),Ja.,16,Rebekka R
Pair2,1,A,(0:05:07.7),Så den skal have en 4'er.,16,Rebekka R
Pair2,1,B,(0:05:08.1),Ja.,16,Rebekka R
Pair2,1,B,(0:05:12.8),... Den er kun farlig. ,17,Rebekka R
Pair2,1,A,(0:05:17.7),Den er kun farlig.,17,Rebekka R
Pair2,1,B,(0:05:25.0),Den er...,18,Rebekka R
Pair2,1,A,(0:05:25.6),God.,18,Rebekka R
Pair2,1,B,(0:05:25.7),God. Kun god.,18,Rebekka R
Pair2,1,A,(0:05:26.7),Ja.,18,Rebekka R
Pair2,1,B,(0:05:32.7),Den er... Den skal så ignoreres. Måske.,19,Rebekka R
Pair2,1,A,(0:05:35.4),"Nej, for den har prikkerne.",19,Rebekka R
Pair2,1,B,(0:05:39.3),"Den har prikkerne, og øjnene.",19,Rebekka R
Pair2,1,A,(0:05:41.6),"Ja den ser god ud, men den har de onde prikker. ",19,Rebekka R
Pair2,1,B,(0:05:46.0),"Men der er ikke noget at tappe fra den, vel?",19,Rebekka R
Pair2,1,A,(0:05:47.7),Hva'?,19,Rebekka R
Pair2,1,B,(0:05:48.3),Altså vi skal ikke have noget ,19,Rebekka R
Pair2,1,A,(0:05:49.1),Nej hvis den  den er ikke god på nogle måder.,19,Rebekka R
Pair2,1,B,(0:05:51.0),Der er ikke nogen ,19,Rebekka R
Pair2,1,A,(0:05:51.8),Men jeg tror  og jeg tror ikke vi behøves at dræbe den.,19,Rebekka R
Pair2,1,B,(0:05:53.7),Nej.,19,Rebekka R
Pair2,1,A,(0:05:54.2),Men det er 1'eren eller 4'eren.,19,Rebekka R
Pair2,1,B,(0:05:55.5),"Så vil jeg tro det er 1'eren, fordi der er jo ikke umiddelbart noget, vi skal bruge fra den.",19,Rebekka R
Pair2,1,A,(0:05:57.4),Heller ikke prikkerne?,19,Rebekka R
Pair2,1,B,(0:05:58.8),Nej det tror jeg ikke.,19,Rebekka R
Pair2,1,A,(0:06:00.0),Det vi finder vi så ud af.,19,Rebekka R
Pair2,1,B,(0:06:03.5),"Prikkerne kan vi ikke bruge til noget, de er bare...",20,Rebekka R
Pair2,1,A,(0:06:05.2),Jamen det er bare fordi før så havde vi jo en... Ja.,20,Rebekka R
Pair2,1,B,(0:06:09.4),Det er vel den samme.,20,Rebekka R
Pair2,1,A,(0:06:10.1),"Men vi slog en ihjel på grund af, at den havde prikker.",20,Rebekka R
Pair2,1,B,(0:06:12.8),"Nå. Jamen det er vel  så er det vel fordi de modsvarer hinanden, eller ",20,Rebekka R
Pair2,1,A,(0:06:17.0),Ja med nogle andre ting.,20,Rebekka R
Pair2,1,B,(0:06:19.3),Den er vel det samme som den før.,20,Rebekka R
Pair2,1,A,(0:06:21.0),Ja.,20,Rebekka R
Pair2,1,B,(0:06:21.4),Udover den er blå. Men det har vel ikke gjort nogen forskel.,20,Rebekka R
Pair2,1,A,(0:06:24.4),Nej.,20,Rebekka R
Pair2,1,B,(0:06:30.1),Den... Så har den så ikke nogle prikker.,21,Rebekka R
Pair2,1,A,(0:06:33.0),Ja. Men vi kan jo ikke bruge den til noget.,21,Rebekka R
Pair2,1,B,(0:06:38.9),Nej.,21,Rebekka R
Pair2,1,A,(0:06:39.9),Så den har ikke muskler ,21,Rebekka R
Pair2,1,B,(0:06:41.2),Så er det vel bare en 1'er også.,21,Rebekka R
Pair2,1,A,(0:06:48.1),Og det er jo det samme.,22,Rebekka R
Pair2,1,B,(0:06:49.1),"Ja, det er helt det samme.",22,Rebekka R
Pair2,1,A,(0:06:49.4),Det er helt den samme.,22,Rebekka R
Pair2,1,B,(0:06:54.9),Den er kun god.,23,Rebekka R
Pair2,1,A,(0:06:55.9),Ja. Det ville jeg også mene.,23,Rebekka R
Pair2,1,A,(0:06:59.9),Nutricious   det må være på grund af musklerne.,24,Rebekka R
Pair2,1,B,(0:07:02.2),Ja.,24,Rebekka R
Pair2,1,A,(0:07:02.8),Den er vel ond. ,24,Rebekka R
Pair2,1,B,(0:07:03.8),"Den er vel kun ond, ja.",24,Rebekka R
Pair2,1,A,(0:07:04.9),På grund af øjnene og prikkerne.,24,Rebekka R
Pair2,1,B,(0:07:05.9),"Ja, den skal bare skydes.",24,Rebekka R
Pair2,1,B,(0:07:13.2),Den er... Neutral.,25,Rebekka R
Pair2,1,A,(0:07:16.1),Ja. Det ville jeg også mene. Vi kan ikke bruge den til noget.,25,Rebekka R
Pair2,1,B,(0:07:24.1),Den er også ond.,26,Rebekka R
Pair2,1,A,(0:07:25.0),"Ja, fordi vi sagde prikkerne ikke havde noget med det at gøre.",26,Rebekka R
Pair2,1,B,(0:07:26.9),Så længe øjnene er i hvert fald er der. Også ,26,Rebekka R
Pair2,1,A,(0:07:30.4),"Ja, at de er gode.",26,Rebekka R
Pair2,1,B,(0:07:31.3),  gode øjne.,26,Rebekka R
Pair2,1,B,(0:07:33.3),Igen.,27,Rebekka R
Pair2,1,A,(0:07:33.8),Neutral.,27,Rebekka R
Pair2,1,B,(0:07:41.2),Den er så...,28,Rebekka R
Pair2,1,A,(0:07:42.6),"Den er lidt ond, tænker jeg. Men alligevel ikke rigtig farlig. Så det er spørgsmålet om det er en 4'er.",28,Rebekka R
Pair2,1,B,(0:07:49.0),"Der er jo ikke noget vi kan få fra den, vel?",28,Rebekka R
Pair2,1,A,(0:07:50.1),Nej.,28,Rebekka R
Pair2,1,B,(0:07:51.1),Så er den vel  vil du dræbe den? Så er det vel en 3'er.,28,Rebekka R
Pair2,1,A,(0:07:53.6),Jamen jeg vil have en 4'er.,28,Rebekka R
Pair2,1,B,(0:07:54.9),"Så skal  så skulle den jo have musklerne, skulle den ikke?",28,Rebekka R
Pair2,1,A,(0:07:58.9),"Jamen er den ikke  når ja. Så er det en 1'er, eller hvad?",28,Rebekka R
Pair2,1,B,(0:08:02.7),Så er det så om vi skal ignorere den eller dræbe den. Det vil sige jeg tror vi skal dræbe den bare.,28,Rebekka R
Pair2,1,B,(0:08:10.2),Den var også neutral.,29,Rebekka R
Pair2,1,A,(0:08:11.0),  fordi den var ikke til nogen gene. Som må den også være neutral dén der. Eller undtagen at nu har den prikkerne.,29,Rebekka R
Pair2,1,B,(0:08:16.7),Nu har den både prikker og øjne. Så er den vel ond?,29,Rebekka R
Pair2,1,A,(0:08:18.4),Ja.,29,Rebekka R
Pair2,1,B,(0:08:21.1),Så én ting gør ikke noget i sig selv.,30,Rebekka R
Pair2,1,A,(0:08:22.1),Nej åbenbart ikke.,30,Rebekka R
Pair2,1,B,(0:08:24.7),Den er... Uh den var svær.,30,Rebekka R
Pair2,1,A,(0:08:27.7),"Den her, den er da 2'er. Hvorfor er den svær?",30,Rebekka R
Pair2,1,B,(0:08:30.6),"Fordi så har den jo prikkerne. Ja den er  ej det er en 2'er, ja. Det er en 2'er.",30,Rebekka R
Pair2,1,A,(0:08:33.1),For den har da nutrition og det hele.,30,Rebekka R
Pair2,1,B,(0:08:35.3),Ja.,30,Rebekka R
Pair2,1,B,(0:08:38.6),Den er ond.,31,Rebekka R
Pair2,1,A,(0:08:40.7),Den er ond.,31,Rebekka R
Pair2,1,B,(0:08:41.3),Det' en 3'er.,31,Rebekka R
Pair2,1,A,(0:08:41.9),Den er en 3'er.,31,Rebekka R
Pair2,1,B,(0:08:43.2),Ja.,31,Rebekka R
Pair2,1,B,(0:08:54.1),"Den er... Den er 4'er, ikk'?",32,Rebekka R
Pair2,1,A,(0:08:56.6),Jo den er begge dele.,32,Rebekka R
Pair2,1,B,(0:08:57.2),Ja.,32,Rebekka R
Pair2,1,B,(0:09:02.2),Den er... Før der var øjnene jo ikke ,33,Rebekka R
Pair2,1,A,(0:09:09.1),Altså er den ikke en 4'er?,33,Rebekka R
Pair2,1,B,(0:09:10.1),"Men før da gjorde øjnene  der dræbte vi jo en, der kun havde onde øjne. Og det var forkert.",33,Rebekka R
Pair2,1,A,(0:09:15.2),"Ja, men jeg synes stadig den er lidt begge dele.",33,Rebekka R
Pair2,1,B,(0:09:17.5),Ja. Den er i hvert fald ,33,Rebekka R
Pair2,1,A,(0:09:18.6),Den er ikke god. Den er i hvert fald ikke 2'eren.,33,Rebekka R
Pair2,1,B,(0:09:20.5),Vi skal i hvert fald have nogle muskler.,33,Rebekka R
Pair2,1,A,(0:09:21.6),"Og vi skal ikke ignorere den, tænker jeg.",33,Rebekka R
Pair2,1,B,(0:09:24.5),"Så er det 4'eren, tror jeg.",33,Rebekka R
Pair2,1,A,(0:09:25.0),Ja.,33,Rebekka R
Pair2,1,B,(0:09:25.8),Så prøver vi den.,33,Rebekka R
Pair2,1,B,(0:09:30.1),"Okay, så må det jo være en 2'er det der. For den havde jo musklerne.",34,Rebekka R
Pair2,1,A,(0:09:32.2),Ja.,34,Rebekka R
Pair2,1,A,(0:09:37.9),2'eren. Det er vi i hvert fald enige om.,35,Rebekka R
Pair2,1,B,(0:09:39.7),"Ja, 2'eren.",35,Rebekka R
Pair2,1,B,(0:09:45.2),Og den tror jeg skal ignoreres.,36,Rebekka R
Pair2,1,A,(0:09:46.7),Ja den kan ikke rigtig gøre noget.,36,Rebekka R
Pair2,1,B,(0:09:53.8),"Det var den vi havde igen. Den tror jeg kun er 2'eren, så. Før prøvede vi 4'eren. Så er det nok kun 2. ",37,Rebekka R
Pair2,1,A,(0:10:00.0),Men hvorfor må den have de onde øjne?,38,Rebekka R
Pair2,1,B,(0:10:02.7),"Ja, det er jeg heller ikke sikker på. Det trøde jeg også var dårligt.",38,Rebekka R
Pair2,1,A,(0:10:06.4),Denne her den kan ikke gøre os noget.,38,Rebekka R
Pair2,1,B,(0:10:07.9),Den er neutral.,38,Rebekka R
Pair2,1,B,(0:10:13.0),Og den er så 2 igen.,39,Rebekka R
Pair2,1,A,(0:10:13.8),Ja. Jeg forstår det ikke.,39,Rebekka R
Pair2,1,A,(0:10:15.5),Jeg kan ikke få system i det her.,40,Rebekka R
Pair2,1,B,(0:10:17.6),Jeg tror den skal have to dårlige ting   den skal både have øjne og prikkerne for at være helt ond.,40,Rebekka R
Pair2,1,A,(0:10:22.9),Den kan godt være. Så dén der den må jo så være 2'er igen.,40,Rebekka R
Pair2,1,B,(0:10:25.1),Ja.,40,Rebekka R
Pair2,1,B,(0:10:27.1),Underligt der ikke er noget med farven endnu.,41,Rebekka R
Pair2,1,A,(0:10:28.4),Ja.,41,Rebekka R
Pair2,1,B,(0:10:30.8),Den er... vel også 2'er. ,41,Rebekka R
Pair2,1,A,(0:10:31.8),Ja.,41,Rebekka R
Pair2,1,A,(0:10:35.4),Men hvis den så havde haft prikkerne og de onde øjne  det er den samme der kommer igen.,42,Rebekka R
Pair2,1,B,(0:10:38.4),Ja.,42,Rebekka R
Pair2,1,A,(0:10:39.8),  så havde det været skidt.,42,Rebekka R
Pair2,1,B,(0:10:40.6),"Ja, så skulle den tappes og ",42,Rebekka R
Pair2,1,A,(0:10:42.1),  og være 4'er.,42,Rebekka R
Pair2,1,B,(0:10:43.6),Ja så skulle den være 4'er nemlig.,42,Rebekka R
Pair2,1,B,(0:10:45.4),Dén er vel to tre.,43,Rebekka R
Pair2,1,A,(0:10:47.0),Ja den skal  den er bare ond.,43,Rebekka R
Pair2,1,A,(0:10:53.7),Neutral.,44,Rebekka R
Pair2,1,B,(0:10:54.0),Ja.,44,Rebekka R
Pair2,1,A,(0:11:00.6),"Øh, 2.",45,Rebekka R
Pair2,1,B,(0:11:01.1),"Ja, nu tror jeg vi har den.",45,Rebekka R
Pair2,1,A,(0:11:07.1),Neutral.,46,Rebekka R
Pair2,1,B,(0:11:07.3),Ja.,46,Rebekka R
Pair2,1,B,(0:11:12.9),To.,47,Rebekka R
Pair2,1,A,(0:11:13.9),"2, ja. Det var rigtigt.",47,Rebekka R
Pair2,1,B,(0:11:20.1),Tre?,48,Rebekka R
Pair2,1,A,(0:11:20.3),"Den har onde  jo, den er vel ond på alle måder.",48,Rebekka R
Pair2,1,A,(0:11:27.4),To.,49,Rebekka R
Pair2,1,B,(0:11:27.6),To.,49,Rebekka R
Pair2,1,A,(0:11:34.1),"Øh, den er neutral.",50,Rebekka R
Pair2,1,B,(0:11:34.8),Ja.,50,Rebekka R
Pair2,1,A,(0:11:42.0),Er den så neutral?,51,Rebekka R
Pair2,1,B,(0:11:42.6),Det ville jeg sige.,51,Rebekka R
Pair2,1,A,(0:11:43.3),Ja. Fordi den kun havde én.,51,Rebekka R
Pair2,1,B,(0:11:48.4),Og den er 2.,52,Rebekka R
Pair2,1,A,(0:11:49.1),"Den er god, ja. Eller den kan vi bruge til noget.",52,Rebekka R
Pair2,1,A,(0:11:55.1),Neutral.,53,Rebekka R
Pair2,1,B,(0:11:56.5),Ja.,53,Rebekka R
Pair2,1,A,(0:12:03.6),Er det ikke en 4'er så? Den har øjnene og pletterne.,54,Rebekka R
Pair2,1,B,(0:12:06.6),Jo.,54,Rebekka R
Pair2,1,B,(0:12:12.7),Den er så en 2'er.,55,Rebekka R
Pair2,1,A,(0:12:14.2),Ja.,55,Rebekka R
Pair2,1,B,(0:12:19.5),En 3'er.,56,Rebekka R
Pair2,1,A,(0:12:20.4),"3'er, ja.",56,Rebekka R
Pair2,1,A,(0:12:25.3),2'er.,57,Rebekka R
Pair2,1,B,(0:12:26.4),Ja.,57,Rebekka R
Pair2,1,A,(0:12:31.7),2'er.,58,Rebekka R
Pair2,1,B,(0:12:35.1),Ja.,58,Rebekka R
Pair2,1,B,(0:12:38.2),4'er.,59,Rebekka R
Pair2,1,A,(0:12:38.5),"Det er en 4'er, ja.",59,Rebekka R
Pair2,1,B,(0:12:43.8),2'er.,60,Rebekka R
Pair2,1,A,(0:12:44.3),Og det er en 2'er.,60,Rebekka R
Pair2,1,A,(0:12:55.1),Det er så en 1'er.,61,Rebekka R
Pair2,1,B,(0:12:55.6),Ja.,61,Rebekka R
Pair2,1,A,(0:13:01.1),To.,62,Rebekka R
Pair2,1,B,(0:13:01.3),To.,62,Rebekka R
Pair2,1,B,(0:13:06.9),"Øh, 1.",63,Rebekka R
Pair2,1,A,(0:13:07.6),Ja.,63,Rebekka R
Pair2,1,A,(0:13:13.7),To.,64,Rebekka R
Pair2,1,B,(0:13:14.3),Ja.,64,Rebekka R
Pair2,1,A,(0:13:22.6),Et.,65,Rebekka R
Pair2,1,B,(0:13:22.9),"Øh, ja. Det må det være.",65,Rebekka R
Pair2,1,A,(0:13:28.9),Et.,66,Rebekka R
Pair2,1,B,(0:13:29.8),Ja.,66,Rebekka R
Pair2,1,A,(0:13:35.4),To.,67,Rebekka R
Pair2,1,B,(0:13:35.7),To.,67,Rebekka R
Pair2,1,B,(0:13:41.2),Og 4.,68,Rebekka R
Pair2,1,A,(0:13:41.9),Ja.,68,Rebekka R
Pair2,1,A,(0:13:47.6),Og 1.,69,Rebekka R
Pair2,1,B,(0:13:48.2),Ja.,69,Rebekka R
Pair2,1,A,(0:13:53.8),Og 2.,70,Rebekka R
Pair2,1,B,(0:13:54.0),To.,70,Rebekka R
Pair2,1,A,(0:13:59.0),Et.,71,Rebekka R
Pair2,1,B,(0:13:59.7),Mmm.,71,Rebekka R
Pair2,1,A,(0:14:04.4),To.,72,Rebekka R
Pair2,1,B,(0:14:05.6),Ja.,72,Rebekka R
Pair2,1,B,(0:14:10.4),Og 2.,73,Rebekka R
Pair2,1,A,(0:14:11.2),Ja.,73,Rebekka R
Pair2,1,B,(0:14:16.8),"Øh, 1, ja.",74,Rebekka R
Pair2,1,A,(0:14:22.1),To.,75,Rebekka R
Pair2,1,B,(0:14:22.9),Ja.,75,Rebekka R
Pair2,1,A,(0:14:28.7),To?,76,Rebekka R
Pair2,1,B,(0:14:28.9),Ja.,76,Rebekka R
Pair2,1,A,(0:14:33.6),To.,77,Rebekka R
Pair2,1,B,(0:14:34.4),Ja.,77,Rebekka R
Pair2,1,A,(0:14:39.7),Et.,78,Rebekka R
Pair2,1,B,(0:14:40.0),Ja.,78,Rebekka R
Pair2,1,A,(0:14:45.0),To.,79,Rebekka R
Pair2,1,B,(0:14:45.3),To.,79,Rebekka R
Pair2,1,B,(0:14:50.3),To.,80,Rebekka R
Pair2,1,A,(0:15:01.3),2. Nej  ,82,Rebekka R
Pair2,1,B,(0:15:02.8),Fire.,82,Rebekka R
Pair2,1,A,(0:15:03.6),Fire.,82,Rebekka R
Pair2,1,A,(0:15:08.5),Et.,83,Rebekka R
Pair2,1,B,(0:15:08.9),Et.,83,Rebekka R
Pair2,1,B,(0:15:14.3),Et.,84,Rebekka R
Pair2,1,A,(0:15:14.5),Et.,84,Rebekka R
Pair2,1,B,(0:15:20.7),Et.,85,Rebekka R
Pair2,1,B,(0:15:27.2),To.,86,Rebekka R
Pair2,1,B,(0:15:38.4),Tre.,87,Rebekka R
Pair2,1,A,(0:15:38.6),Den skal være 3.,87,Rebekka R
Pair2,1,A,(0:15:44.4),Et.,88,Rebekka R
Pair2,1,B,(0:15:44.6),Et.,88,Rebekka R
Pair2,1,B,(0:15:50.2),To.,89,Rebekka R
Pair2,1,B,(0:15:57.2),Et.,90,Rebekka R
Pair2,1,A,(0:15:57.5),Et.,90,Rebekka R
Pair2,1,A,(0:16:02.6),To.,91,Rebekka R
Pair2,1,B,(0:16:03.6),Ja.,91,Rebekka R
Pair2,1,B,(0:16:09.5),Fire.,92,Rebekka R
Pair2,1,A,(0:16:09.8),"Fire, ja.",92,Rebekka R
Pair2,1,B,(0:16:15.6),Og 1.,93,Rebekka R
Pair2,1,A,(0:16:15.9),Et.,93,Rebekka R
Pair2,1,A,(0:16:21.1),Et.,94,Rebekka R
Pair2,1,B,(0:16:22.2),Ja.,94,Rebekka R
Pair2,1,B,(0:16:27.2),Og... 4.,95,Rebekka R
Pair2,1,A,(0:16:34.9),4 igen.,96,Rebekka R
Pair2,1,B,(0:16:35.6),Ja.,96,Rebekka R
