Pair,Session,Interlocutor,Initial time,Transcription,Joint decision,Transcriber
Pair16,1,B,(0:02:36.3),That one's strong.,5,Rebekka R
Pair16,1,A,(0:02:37.5),Yeah.,5,Rebekka R
Pair16,1,B,(0:02:37.9),So like...,5,Rebekka R
Pair16,1,A,(0:02:39.5),I don't know. The green color makes him seem more friendly.,5,Rebekka R
Pair16,1,B,(0:02:42.0),Uh-huh. Maybe he's like hulk. I don't know.,5,Rebekka R
Pair16,1,A,(0:02:44.8),Oh yeah! Umm... We haven't met anyone with the jelly in them.,5,Rebekka R
Pair16,1,B,(0:02:53.9),No.,5,Rebekka R
Pair16,1,A,(0:02:54.2),Yet.,5,Rebekka R
Pair16,1,B,(0:02:54.4),I think so. No. It didn't mention it.,5,Rebekka R
Pair16,1,A,(0:02:57.4),Should we try the 2?,5,Rebekka R
Pair16,1,B,(0:02:59.1),Yeah.,5,Rebekka R
Pair16,1,A,(0:02:59.2),And see if we can tap him.,5,Rebekka R
Pair16,1,B,(0:03:02.0),Yeah maybe he's good at- yeah sure. Okay.,5,Rebekka R
Pair16,1,A,(0:03:03.6),Let's try.,5,Rebekka R
Pair16,1,A,(0:03:15.5),Right so the green one had the jelly in him.,6,Rebekka R
Pair16,1,B,(0:03:17.3),Yep. We had this one previously. Didn't we?,6,Rebekka R
Pair16,1,A,(0:03:20.5),Yeah. And he was a dangerous one.,6,Rebekka R
Pair16,1,B,(0:03:25.1),Yeah... I think we... Should we kill him?,6,Rebekka R
Pair16,1,A,(0:03:30.4),"Yeah. Just 3, or?",6,Rebekka R
Pair16,1,B,(0:03:32.4),Yeah. Yes yes.,6,Rebekka R
Pair16,1,A,(0:03:40.3),So I'm guessing all of these with the eyes like that they're friendly.,7,Rebekka R
Pair16,1,B,(0:03:43.5),Mh-hmm.,7,Rebekka R
Pair16,1,A,(0:03:43.9),And the guys with the eyes further apart... Um... are either to be ignored or if they have spots: dangerous.,7,Rebekka R
Pair16,1,B,(0:03:50.5),Mmm.,7,Rebekka R
Pair16,1,A,(0:03:52.6),I think that's the logic we're-,7,Rebekka R
Pair16,1,B,(0:03:54.3),Yeah. And the green one was a good one I remember.,7,Rebekka R
Pair16,1,A,(0:03:57.1),Should we try to just ignore him?,7,Rebekka R
Pair16,1,B,(0:03:58.8),Yeah.,7,Rebekka R
Pair16,1,A,(0:03:59.2),One?,7,Rebekka R
Pair16,1,B,(0:04:00.1),Okay.,7,Rebekka R
Pair16,1,B,(0:04:05.3),We had this one.,8,Rebekka R
Pair16,1,A,(0:04:06.2),And he... is to be tapped.,8,Rebekka R
Pair16,1,B,(0:04:09.3),With the jelly.,8,Rebekka R
Pair16,1,A,(0:04:10.3),Right.,8,Rebekka R
Pair16,1,B,(0:04:10.7),Yeah.,8,Rebekka R
Pair16,1,B,(0:04:16.9),It's the same one?,9,Rebekka R
Pair16,1,A,(0:04:17.7),Uh... Eyes further apart.,9,Rebekka R
Pair16,1,B,(0:04:18.9),Yeah... Eyes are furhter.,9,Rebekka R
Pair16,1,A,(0:04:20.5),So I'm guessing one of-,9,Rebekka R
Pair16,1,B,(0:04:21.0),He's angry?,9,Rebekka R
Pair16,1,A,(0:04:22.0),-these.,9,Rebekka R
Pair16,1,B,(0:04:22.2),Yeah. Let's go him.,9,Rebekka R
Pair16,1,A,(0:04:23.2),Let's kill him and then tap.,9,Rebekka R
Pair16,1,B,(0:04:37.4),So maybe that both green with those eyes and those eyes are good.,10,Rebekka R
Pair16,1,A,(0:04:40.0),Right. Let's- yeah. But- and he was just to be ignored.,10,Rebekka R
Pair16,1,B,(0:04:43.8),Mm.,10,Rebekka R
Pair16,1,A,(0:04:44.1),He was a one.,10,Rebekka R
Pair16,1,A,(0:04:49.8),And he was to be tapped.,11,Rebekka R
Pair16,1,B,(0:04:51.6),Now this one has spots.,11,Rebekka R
Pair16,1,A,(0:04:56.5),So a 2 or a 4.,11,Rebekka R
Pair16,1,B,(0:04:58.5),Um... Hmm. Do you remember with spots - was he the bad alien or good? I don't remember.,11,Rebekka R
Pair16,1,A,(0:05:05.2),"Um... Not nece- I don't think so, no.",11,Rebekka R
Pair16,1,B,(0:05:10.7),So 2?,11,Rebekka R
Pair16,1,A,(0:05:11.3),Let's try 2.,11,Rebekka R
Pair16,1,B,(0:05:11.9),Okay.,11,Rebekka R
Pair16,1,A,(0:05:17.7),And he is also 2.,12,Rebekka R
Pair16,1,B,(0:05:18.8),"That one is good. I remember, yeah.",12,Rebekka R
Pair16,1,A,(0:05:21.8),Right?,12,Rebekka R
Pair16,1,B,(0:05:22.3),Two.,12,Rebekka R
Pair16,1,B,(0:05:28.8),Oh that one I don't remember.,13,Rebekka R
Pair16,1,A,(0:05:30.4),Uh-huh what was he? He was to be ignored without the spots. And he now he has those spots. And I don't- now we're supposed to kill him I think. I think he is a 3.,13,Rebekka R
Pair16,1,B,(0:05:42.1),Okay let's do that.,13,Rebekka R
Pair16,1,B,(0:05:47.8),"That one would be two, right?",14,Rebekka R
Pair16,1,A,(0:05:49.1),Uh...,14,Rebekka R
Pair16,1,B,(0:05:49.3),Oh no. No the other ones were lifting their arms up.,14,Rebekka R
Pair16,1,A,(0:05:53.8),Mmm.,14,Rebekka R
Pair16,1,B,(0:05:54.1),This one is down so-,14,Rebekka R
Pair16,1,A,(0:05:55.2),"So this is either a 1 or a 2, right?",14,Rebekka R
Pair16,1,B,(0:05:57.6),Yeah. So maybe he's a good one. Just good one. So maybe just ignore.,14,Rebekka R
Pair16,1,A,(0:06:00.9),So one?,14,Rebekka R
Pair16,1,B,(0:06:01.4),I don't know.,14,Rebekka R
Pair16,1,A,(0:06:02.9),We could try 1.,14,Rebekka R
Pair16,1,B,(0:06:03.5),"Yeah, let's try.",14,Rebekka R
Pair16,1,A,(0:06:09.0),And he was also a 1.,15,Rebekka R
Pair16,1,B,(0:06:10.2),Mm-hmm.,15,Rebekka R
Pair16,1,B,(0:06:15.3),Oh this one has oh...,16,Rebekka R
Pair16,1,A,(0:06:17.1),"So he's a 2, right?",16,Rebekka R
Pair16,1,B,(0:06:18.3),"Yeah. But the 2 was with the hands up, and this one is down, so down is 1.",16,Rebekka R
Pair16,1,A,(0:06:22.9),Oh okay.,16,Rebekka R
Pair16,1,B,(0:06:23.3),As I remember. Like can we- we can try it.,16,Rebekka R
Pair16,1,A,(0:06:24.5),"Yeah yeah, do that. Yeah.",16,Rebekka R
Pair16,1,B,(0:06:25.5),Okay.,16,Rebekka R
Pair16,1,A,(0:06:31.9),"And he's also 1, right?",17,Rebekka R
Pair16,1,B,(0:06:33.3),"Yeah, I guess so. I don't remember.",17,Rebekka R
Pair16,1,B,(0:06:40.3),Hmm we didn't have that one yet.,18,Rebekka R
Pair16,1,A,(0:06:43.7),Is he also 1? Or is he now dangerous since he has his arms up?,18,Rebekka R
Pair16,1,B,(0:06:49.3),Is blue bad for us or good? I don't remember.,18,Rebekka R
Pair16,1,A,(0:06:51.7),Blue was without the jelly anyway.,18,Rebekka R
Pair16,1,B,(0:06:53.6),Mm-hmm. So maybe just ignore.,18,Rebekka R
Pair16,1,A,(0:06:56.5),So I- yeah I'm thinking one of those two.,18,Rebekka R
Pair16,1,B,(0:06:58.3),Mmm.,18,Rebekka R
Pair16,1,A,(0:06:58.7),1 or 3. Is he threatening or not? He's a little bit more threatening with his arms.,18,Rebekka R
Pair16,1,B,(0:07:03.4),Yeah I guess so. And it's this mouth like. Teeth.,18,Rebekka R
Pair16,1,A,(0:07:06.2),Yeah. Should we try to kill him?,18,Rebekka R
Pair16,1,B,(0:07:09.2),Yeah.,18,Rebekka R
Pair16,1,A,(0:07:20.0),Um... Is he?,19,Rebekka R
Pair16,1,B,(0:07:22.5),He- if he was without spots he would be one.,19,Rebekka R
Pair16,1,A,(0:07:26.0),No. No then he would be uh... It's since he's green he has the jelly in him.,19,Rebekka R
Pair16,1,B,(0:07:30.5),Okay.,19,Rebekka R
Pair16,1,A,(0:07:31.1),So I'm thinking either 2 or 4.,19,Rebekka R
Pair16,1,B,(0:07:33.9),Okay.,19,Rebekka R
Pair16,1,A,(0:07:34.0),Like you said because I-I don't know with the spots if he's dangerous or not.,19,Rebekka R
Pair16,1,B,(0:07:36.7),Mm. Okay let's try 4.,19,Rebekka R
Pair16,1,A,(0:07:39.7),Okay.,19,Rebekka R
Pair16,1,A,(0:07:46.9),"Yeah he's a 3, right?",20,Rebekka R
Pair16,1,B,(0:07:48.9),"I guess so. Yeah, I think.",20,Rebekka R
Pair16,1,A,(0:07:51.4),Let's try. He's either a 1 or a 3. I think he's a 3.,20,Rebekka R
Pair16,1,B,(0:07:59.8),That one is green.,21,Rebekka R
Pair16,1,A,(0:08:01.0),That's the one we just had.,21,Rebekka R
Pair16,1,B,(0:08:02.9),Yeah so he has jelly I think.,21,Rebekka R
Pair16,1,A,(0:08:06.0),Uh no they said uh... Wasn't that the one where we ignored- we should have ignored the s-,21,Rebekka R
Pair16,1,B,(0:08:11.4),I think it was with spots and then it was blue.,21,Rebekka R
Pair16,1,A,(0:08:13.6),Oh that- he could have been- yeah. He could have been with spots.,21,Rebekka R
Pair16,1,B,(0:08:15.0),"Oh yeah yeah it was blue. Like the same on the blue. And we ignored him, like killed him, but he was with nutrience. So I would say 2.",21,Rebekka R
Pair16,1,A,(0:08:21.4),So... Two?,21,Rebekka R
Pair16,1,B,(0:08:23.1),Mm-hmm.,21,Rebekka R
Pair16,1,A,(0:08:28.5),"And he was a 1, right?",22,Rebekka R
Pair16,1,B,(0:08:30.2),Yeah.,22,Rebekka R
Pair16,1,A,(0:08:30.4),The very first one we had.,22,Rebekka R
Pair16,1,B,(0:08:31.2),Yeah. Mm.,22,Rebekka R
Pair16,1,B,(0:08:36.8),That one is also with the nutrience.,23,Rebekka R
Pair16,1,A,(0:08:38.9),With the nutrience?,23,Rebekka R
Pair16,1,B,(0:08:39.8),I think.,23,Rebekka R
Pair16,1,A,(0:08:40.2),I've- I've lost track.,23,Rebekka R
Pair16,1,B,(0:08:41.3),Yeah I think this one is with nutrience.,23,Rebekka R
Pair16,1,A,(0:08:43.6),Okay.,23,Rebekka R
Pair16,1,A,(0:08:44.8),Oh okay so they're both a 1 even though they're green. And he has spots. Um...,24,Rebekka R
Pair16,1,B,(0:08:54.1),I think he was with nutrience. I don't remember if he was a good one or bad one.,24,Rebekka R
Pair16,1,A,(0:09:01.7),Yeah he's one of those two.,24,Rebekka R
Pair16,1,B,(0:09:04.2),Mm-hmm.,24,Rebekka R
Pair16,1,A,(0:09:04.9),You think he might be dangerous?,24,Rebekka R
Pair16,1,B,(0:09:06.6),I'm not sure. Or maybe... I think maybe 2. I think it might be 2 or 4 with (??). I don't know.,24,Rebekka R
Pair16,1,A,(0:09:14.9),Let's try 2 and see where we- okay.,24,Rebekka R
Pair16,1,B,(0:09:16.5),Yeah. Let's try 2.,24,Rebekka R
Pair16,1,B,(0:09:22.5),That one is green.,25,Rebekka R
Pair16,1,A,(0:09:23.5),Yeah.,25,Rebekka R
Pair16,1,B,(0:09:26.5),And he is with nutrience.,25,Rebekka R
Pair16,1,A,(0:09:27.4),Is he with nutrience?,25,Rebekka R
Pair16,1,B,(0:09:29.0),Mm. Yeah.,25,Rebekka R
Pair16,1,A,(0:09:29.3),So you think he is a 2?,25,Rebekka R
Pair16,1,B,(0:09:30.4),Yeah.,25,Rebekka R
Pair16,1,A,(0:09:31.1),I think he might be- maybe he is a 1.,25,Rebekka R
Pair16,1,B,(0:09:32.2),Really?,25,Rebekka R
Pair16,1,A,(0:09:33.3),No let's try- let's try 2. And we'll see. And we'll learn.,25,Rebekka R
Pair16,1,B,(0:09:34.4),Alright.,25,Rebekka R
Pair16,1,A,(0:09:44.3),What was he...?,26,Rebekka R
Pair16,1,B,(0:09:45.9),He was with nutrience. But I don't remember if he was-,26,Rebekka R
Pair16,1,A,(0:09:48.0),Are you sure he was with nutrience?,26,Rebekka R
Pair16,1,B,(0:09:49.8),I'm not sure. I'm just sure that green ones are nutrience.,26,Rebekka R
Pair16,1,A,(0:09:59.1),So the blue color means 'I don't think he is with nutrience'.,26,Rebekka R
Pair16,1,B,(0:10:06.4),Okay.,26,Rebekka R
Pair16,1,A,(0:10:06.7),And the raised arms I think we guessed 'okay I think he might be dangerous' and I think we were wrong.,26,Rebekka R
Pair16,1,B,(0:10:09.7),Mm.,26,Rebekka R
Pair16,1,A,(0:10:11.2),I think maybe he is a 1.,26,Rebekka R
Pair16,1,B,(0:10:12.3),Yeah. Yeah. I think you're right. Let's try 1.,26,Rebekka R
Pair16,1,A,(0:10:22.1),And that guy was...,27,Rebekka R
Pair16,1,B,(0:10:24.5),Maybe we mix it with the other one? So maybe that one is just the ignorable one.,27,Rebekka R
Pair16,1,A,(0:10:30.9),You want to try the 1 with him?,27,Rebekka R
Pair16,1,B,(0:10:32.8),Yeah. I don't know.,27,Rebekka R
Pair16,1,A,(0:10:34.9),Let's try it.,27,Rebekka R
Pair16,1,B,(0:10:35.5),Okay.,27,Rebekka R
Pair16,1,A,(0:10:36.4),"No he just- he looks so dangerous, doesn't he?",27,Rebekka R
Pair16,1,B,(0:10:38.3),I don't know.,27,Rebekka R
Pair16,1,A,(0:10:40.0),You wanna try the 4 just to do something completely different?,27,Rebekka R
Pair16,1,B,(0:10:42.6),Okay let's do that.,27,Rebekka R
Pair16,1,A,(0:10:43.3),And then we'll learn from it.,27,Rebekka R
Pair16,1,B,(0:10:50.2),So both green and blues looking the same - like with the arms and eyes and that - they're all twos.,28,Rebekka R
Pair16,1,A,(0:10:56.8),Yeah.,28,Rebekka R
Pair16,1,B,(0:10:56.9),Okay.,28,Rebekka R
Pair16,1,A,(0:10:57.4),Right. Like. Right. Exactly. The arms like that.,28,Rebekka R
Pair16,1,B,(0:10:58.9),Yeah.,28,Rebekka R
Pair16,1,A,(0:11:00.1),Okay great. Nice with a memory tactic.,28,Rebekka R
Pair16,1,B,(0:11:01.4),(?),28,Rebekka R
Pair16,1,A,(0:11:02.9),And he's the guy with the spots. What was he? Um...,28,Rebekka R
Pair16,1,B,(0:11:13.6),Was he just ignored one? Or?,28,Rebekka R
Pair16,1,A,(0:11:18.7),I don't think we've had any where we were supposed to push 4.,28,Rebekka R
Pair16,1,B,(0:11:21.8),Mm.,28,Rebekka R
Pair16,1,A,(0:11:22.6),So I-I-I'm guessing he's one of these two. One or two. But yeah-,28,Rebekka R
Pair16,1,B,(0:11:27.7),Friendly or (?),28,Rebekka R
Pair16,1,A,(0:11:29.6),Either ignore him or drain him.,28,Rebekka R
Pair16,1,B,(0:11:32.2),Drain him.,28,Rebekka R
Pair16,1,A,(0:11:32.5),Okay let's try.,28,Rebekka R
Pair16,1,B,(0:11:37.3),So first one destructive (?),29,Rebekka R
Pair16,1,A,(0:11:38.5),So with the spots- but he's valuable.,29,Rebekka R
Pair16,1,B,(0:11:40.4),But now he has spots.,29,Rebekka R
Pair16,1,A,(0:11:41.9),And his arms up.,29,Rebekka R
Pair16,1,B,(0:11:42.8),Yeah but I don't remember the spots. If he was without spots he would be valuable.,29,Rebekka R
Pair16,1,A,(0:11:49.5),Um...,29,Rebekka R
Pair16,1,B,(0:11:49.8),Um... I don't know.,29,Rebekka R
Pair16,1,A,(0:11:52.5),Okay so with- you're absolutely right - if he was without spots he would be valuable.,29,Rebekka R
Pair16,1,B,(0:11:55.6),Yeah.,29,Rebekka R
Pair16,1,A,(0:11:56.3),But now he has spots. Are we guessing he's still valuable but now dangerous?,29,Rebekka R
Pair16,1,B,(0:11:59.8),Yeah. I would say.,29,Rebekka R
Pair16,1,A,(0:12:00.5),Or are we guessing he's still not dangerous but now not valuable either?,29,Rebekka R
Pair16,1,B,(0:12:06.6),He is maybe valuable and dangerous. I don't know.,29,Rebekka R
Pair16,1,A,(0:12:09.4),Should we try the 4?,29,Rebekka R
Pair16,1,B,(0:12:10.3),Yeah let's try 4.,29,Rebekka R
Pair16,1,A,(0:12:10.8),And see if this works.,29,Rebekka R
Pair16,1,A,(0:12:16.4),He was a 2.,30,Rebekka R
Pair16,1,B,(0:12:16.6),That one is good. Yeah 2.,30,Rebekka R
Pair16,1,A,(0:12:18.5),Yeah.,30,Rebekka R
Pair16,1,B,(0:12:23.7),That one is also 2.,31,Rebekka R
Pair16,1,A,(0:12:25.5),Yeah. Yeah yeah.,31,Rebekka R
Pair16,1,A,(0:12:36.4),Um what was he...?,32,Rebekka R
Pair16,1,B,(0:12:38.5),If he was without spots-,32,Rebekka R
Pair16,1,A,(0:12:39.3),I think he is a 2.,32,Rebekka R
Pair16,1,B,(0:12:41.7),"But we just had one with 2, didn't we? I think.",32,Rebekka R
Pair16,1,A,(0:12:47.4),Um I think we haven't had this one in a long time. With the spots but also blue. Did we? Did we just have him?,32,Rebekka R
Pair16,1,B,(0:12:54.0),We had the same green one and he was 4. So I don't know.,32,Rebekka R
Pair16,1,A,(0:12:57.1),Right.,32,Rebekka R
Pair16,1,B,(0:12:58.1),Maybe green ones and blue ones are the same. I don't know.,32,Rebekka R
Pair16,1,A,(0:13:00.8),So either 2 or 4.,32,Rebekka R
Pair16,1,B,(0:13:03.1),Yeah I would say 4.,32,Rebekka R
Pair16,1,A,(0:13:04.2),Let's try 4.,32,Rebekka R
Pair16,1,B,(0:13:04.6),I guess 4. I don't know.,32,Rebekka R
Pair16,1,A,(0:13:09.2),Okay so like this (*hold arms up*) both with or without spots. Or with or without green are 2.,33,Rebekka R
Pair16,1,B,(0:13:18.1),Yeah.,33,Rebekka R
Pair16,1,A,(0:13:18.4),Except if he is the guy with the eyes apart -and then they're 4.,33,Rebekka R
Pair16,1,B,(0:13:22.6),Yeah.,33,Rebekka R
Pair16,1,A,(0:13:23.2),Right. And he's a 2. No. No he was... Yeah yeah he's a 2 I think.,33,Rebekka R
Pair16,1,B,(0:13:30.1),But his arms are down.,33,Rebekka R
Pair16,1,A,(0:13:31.4),Yeah but he was like one of the first ones.,33,Rebekka R
Pair16,1,B,(0:13:33.6),I don't remember about-,33,Rebekka R
Pair16,1,A,(0:13:34.4),I think he's (?).,33,Rebekka R
Pair16,1,B,(0:13:38.5),So if the arms are down they're friendly. That one is 2. I remember.,34,Rebekka R
Pair16,1,B,(0:13:47.2),Two.,35,Rebekka R
Pair16,1,B,(0:13:52.8),"That one is a good one. We just had it, right?",36,Rebekka R
Pair16,1,A,(0:13:55.5),One or two.,36,Rebekka R
Pair16,1,B,(0:13:56.1),"Yeah it was 1, I guess.",36,Rebekka R
Pair16,1,A,(0:13:57.9),Okay.,36,Rebekka R
Pair16,1,B,(0:13:58.1),I remember.,36,Rebekka R
Pair16,1,A,(0:14:04.5),And he was a-,37,Rebekka R
Pair16,1,B,(0:14:07.0),-good one.,37,Rebekka R
Pair16,1,A,(0:14:07.4),He's a 2. And if he had the eyes further apart he would be a 4.,37,Rebekka R
Pair16,1,B,(0:14:11.5),Yeah. Exactly.,37,Rebekka R
Pair16,1,A,(0:14:12.9),Despite the color.,37,Rebekka R
Pair16,1,A,(0:14:15.4),I'm wondering if there is like a systematic or we're just constructing them in our head.,38,Rebekka R
Pair16,1,B,(0:14:20.6),I know... Oh this one is-,38,Rebekka R
Pair16,1,A,(0:14:23.1),He's a 4.,38,Rebekka R
Pair16,1,B,(0:14:24.9),Yeah.,38,Rebekka R
Pair16,1,A,(0:14:25.3),Right.,38,Rebekka R
Pair16,1,A,(0:14:30.7),"And he's a 4 too, right?",39,Rebekka R
Pair16,1,B,(0:14:31.9),Mm.,39,Rebekka R
Pair16,1,A,(0:14:39.2),One?,40,Rebekka R
Pair16,1,B,(0:14:39.7),Yeah (?) one.,40,Rebekka R
Pair16,1,A,(0:14:40.0),I think.,40,Rebekka R
Pair16,1,B,(0:14:46.7),That one is-,41,Rebekka R
Pair16,1,A,(0:14:47.0),Four.,41,Rebekka R
Pair16,1,B,(0:14:47.6),Yeah 4.,41,Rebekka R
Pair16,1,B,(0:14:58.6),If he was without spots he would be just a good one.,42,Rebekka R
Pair16,1,A,(0:15:01.8),Yeah I'm thinking he might be a 2. 'Cause he's also green with spots.,42,Rebekka R
Pair16,1,B,(0:15:04.9),Alright. Or should we- I don't know.,42,Rebekka R
Pair16,1,A,(0:15:09.8),You- you think we should just kill him?,42,Rebekka R
Pair16,1,B,(0:15:11.6),I don't know. Let's try 2.,42,Rebekka R
Pair16,1,A,(0:15:21.2),"Okay so so green, arms down with spots.",42,Rebekka R
Pair16,1,B,(0:15:24.0),Mm. Yeah to remember it.,42,Rebekka R
Pair16,1,A,(0:15:24.4),We'll see.,42,Rebekka R
Pair16,1,B,(0:15:27.7),So both arms down with spots - without spots - green is good.,43,Rebekka R
Pair16,1,A,(0:15:32.0),Yeah.,43,Rebekka R
Pair16,1,B,(0:15:32.1),Yeah. Yeah.,43,Rebekka R
Pair16,1,A,(0:15:33.2),And he's a 4.,43,Rebekka R
Pair16,1,B,(0:15:33.9),Yeah. 4.,43,Rebekka R
Pair16,1,B,(0:15:39.4),Uh that one is 2. No. Yeah.,44,Rebekka R
Pair16,1,A,(0:15:42.0),"Yeah I think 2, yeah.",44,Rebekka R
Pair16,1,A,(0:15:48.7),"He was the 1, right?",45,Rebekka R
Pair16,1,B,(0:15:49.6),Mm.,45,Rebekka R
Pair16,1,A,(0:15:49.9),We just had him.,45,Rebekka R
Pair16,1,B,(0:15:59.8),His eyes are a bit different.,46,Rebekka R
Pair16,1,A,(0:16:02.9),"But his arms are not, so he's not a 4...",46,Rebekka R
Pair16,1,B,(0:16:04.7),Yeah. And he's not a 2.,46,Rebekka R
Pair16,1,A,(0:16:06.8),So you-,46,Rebekka R
Pair16,1,B,(0:16:07.1),I-I-I-I-I don't know. Maybe he's... Or maybe he's 2.,46,Rebekka R
Pair16,1,A,(0:16:10.9),Should we just kill him and say we'll figure it out later?,46,Rebekka R
Pair16,1,B,(0:16:12.7),Yeah. Let's (?).,46,Rebekka R
Pair16,1,B,(0:16:17.2),He's the first one that we had to kill I think.,47,Rebekka R
Pair16,1,A,(0:16:19.4),Yeah. And with no jelly inside of him.,47,Rebekka R
Pair16,1,B,(0:16:21.0),Yeah.,47,Rebekka R
Pair16,1,A,(0:16:21.4),"Yeah okay so arms down, spots-",47,Rebekka R
Pair16,1,B,(0:16:23.4),Green.,47,Rebekka R
Pair16,1,A,(0:16:23.9),Eyes further apart and green yeah.,47,Rebekka R
Pair16,1,B,(0:16:25.5),Mm-hmm.,47,Rebekka R
Pair16,1,A,(0:16:26.0),And he was a- 2 or 4.,47,Rebekka R
Pair16,1,B,(0:16:29.3),I think he was... 2.,47,Rebekka R
Pair16,1,A,(0:16:30.8),Yeah let's try 2. I think so too.,47,Rebekka R
Pair16,1,A,(0:16:37.0),And I think he was 2 also.,48,Rebekka R
Pair16,1,B,(0:16:39.0),(?),48,Rebekka R
Pair16,1,A,(0:16:40.6),Oh you wanted 1?,48,Rebekka R
Pair16,1,B,(0:16:41.7),"I-I think he- he was 1, wasn't he? I don't remember.",48,Rebekka R
Pair16,1,A,(0:16:46.7),Um he's 1 if he's blue. But now he's green. So is he still a 1 or is he a 2?,48,Rebekka R
Pair16,1,B,(0:16:53.6),His arms are down. I think he is 1.,48,Rebekka R
Pair16,1,A,(0:16:56.0),Let's try 1.,48,Rebekka R
Pair16,1,B,(0:17:01.8),That one is also 1. I remember the blue (?).,49,Rebekka R
Pair16,1,B,(0:17:07.7),Two...,50,Rebekka R
Pair16,1,A,(0:17:13.7),"A four, right?",51,Rebekka R
Pair16,1,B,(0:17:15.0),Um yeah. Or 2.,51,Rebekka R
Pair16,1,A,(0:17:15.7),Or no- yeah 2.,51,Rebekka R
Pair16,1,B,(0:17:17.1),Because of his eyes.,51,Rebekka R
Pair16,1,A,(0:17:17.6),The eyes.,51,Rebekka R
Pair16,1,B,(0:17:18.2),Yeah.,51,Rebekka R
Pair16,1,A,(0:17:22.8),"He's a 4, right?",52,Rebekka R
Pair16,1,B,(0:17:24.1),Yeah.,52,Rebekka R
Pair16,1,B,(0:17:31.2),One. I thnik.,53,Rebekka R
Pair16,1,A,(0:17:33.7),Yeah. I think you're right. I think we just had him.,53,Rebekka R
Pair16,1,A,(0:17:38.3),Okay so there are two which we keep on... Mixing up with each other.,54,Rebekka R
Pair16,1,B,(0:17:40.0),"Yeah... So arms down, spots, but he was angry.",54,Rebekka R
